gene_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
MSTRG.31044,1,13,399,135,88,317,2,0,54,86,1,208,376,524,3,2,0
MSTRG.35734,0,10,14,55,28,1,0,0,0,10,0,15,9,7,6,0,0
MSTRG.43779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31045,0,62,353,413,381,133,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46298,0,245,1174,878,489,308,29,6,137,105,281,748,188,145,7,0,90
MSTRG.46296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46295,0,39,24,24,44,0,0,0,0,11,27,122,37,33,0,0,21
MSTRG.46294,0,807,303,454,431,271,0,0,15,234,369,225,913,724,223,0,22
MSTRG.46292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46291,0,156,124,74,20,78,0,0,20,93,416,154,269,171,102,1,4
MSTRG.46290,8,95,2,5,19,95,0,0,6,6,0,0,61,70,18,0,0
Acerv_evm.model.Segkk469_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1800_pilon.22,0,0,23,1,30,0,0,0,0,0,0,1,0,0,0,0,0
Acerv_evm.model.Segkk3219_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3219_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3219_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4264_pilon.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1800_pilon.24,0,0,2,1,0,0,0,0,0,0,0,0,14,0,1,0,0
MSTRG.16564,0,0,3,41,84,0,0,0,13,12,0,2,0,0,0,1,0
Acerv_evm.model.Segkk3219_pilon.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14791,1,0,0,47,37,0,0,0,0,0,0,0,0,1,0,0,11
MSTRG.14790,0,0,78,0,18,0,0,0,0,0,0,33,35,58,0,0,0
MSTRG.14793,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14792,0,0,35,0,5,4,0,0,6,0,0,0,0,0,0,0,0
MSTRG.14795,0,140,89,159,162,9,0,0,4,24,34,21,26,24,27,0,2
MSTRG.14794,0,0,47,41,0,0,0,1,0,0,0,0,11,8,0,0,0
MSTRG.14797,0,93,225,329,132,40,8,0,17,199,166,479,214,341,53,0,2
MSTRG.14796,25,54,164,627,313,193,33,1,319,64,2,112,55,0,7,0,218
MSTRG.14799,0,105,65,237,111,68,206,0,151,36,41,137,55,176,47,0,86
MSTRG.14798,0,24,87,41,133,1,28,0,58,10,0,27,90,65,14,0,98
MSTRG.18833,9,273,210,171,173,186,1,0,0,263,0,472,292,209,81,0,0
MSTRG.39187,0,3,64,101,8,1,59,14,100,54,0,0,0,0,7,0,0
MSTRG.39186,0,61,22,9,0,47,0,0,0,133,11,7,47,49,27,0,8
MSTRG.35738,0,20,64,113,0,40,0,0,0,52,0,0,0,0,0,0,18
Acerv_evm.model.Segkk3747_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39865,0,37,21,56,52,5,0,0,0,28,83,21,101,23,40,0,7
Acerv_evm.TU.Segkk4336_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2072_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Acerv_evm.TU.Segkk2072_pilon.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3591_pilon.15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3591_pilon.14,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.46439,1,366,102,86,10,270,1,1,64,261,167,168,208,324,130,0,149
MSTRG.46438,0,2,19,180,7,37,0,0,0,92,14,1,3,4,30,0,40
MSTRG.7055,4,5268,95,9844,8050,7816,60,2,1137,14045,11580,29,104,99,1659,0,945
Acerv_evm.TU.Segkk3591_pilon.13,3,0,1,2,1,1,4,0,0,1,0,0,0,1,1,0,0
MSTRG.13418,0,7276,4688,3763,2377,3107,0,0,1035,3875,5124,4800,7874,7279,2320,0,764
MSTRG.46433,0,1,0,60,48,0,0,0,22,11,0,7,14,0,0,0,0
MSTRG.46432,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46431,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46430,0,0,0,78,33,1,0,0,0,0,0,24,0,90,0,1,4
MSTRG.13413,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46436,2,5424,1831,690,1823,5422,219,279,820,3039,4569,3788,5384,8050,1665,1,324
MSTRG.13411,0,8,0,0,0,180,0,6,0,48,23,54,32,0,15,0,0
MSTRG.46434,0,0,6,81,0,18,0,0,0,1,0,0,0,0,0,0,0
MSTRG.9666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39238,0,0,64,95,85,11,0,0,1,2,0,0,1,0,0,0,0
MSTRG.39237,0,211,263,206,157,449,0,0,0,471,141,235,253,395,76,0,36
MSTRG.39236,0,173,169,4,7,35,0,0,22,40,0,251,101,130,43,0,3
MSTRG.39235,0,0,42,89,12,131,0,0,8,0,0,0,0,0,0,0,0
MSTRG.39234,0,18,77,63,30,58,1,0,6,48,44,33,275,56,84,0,120
MSTRG.39233,0,0,19,0,3,2,0,0,0,0,0,0,17,0,12,0,6
MSTRG.39232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39231,0,1119,2010,1831,791,1026,6,8,179,1345,1347,4203,3762,3540,678,0,339
MSTRG.11742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38186,0,2846,4241,3179,1791,3240,66,271,480,1685,959,2432,1424,2451,793,0,373
MSTRG.10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38184,14,3215,1299,1655,54,2307,132,23,431,20,106,78,144,17,14,0,10
MSTRG.38185,1,108,112,114,13,91,99,0,5,4,0,0,0,0,0,0,7
MSTRG.38182,0,53,2,27,64,0,0,0,0,44,0,0,2,95,22,0,31
Acerv_evm.TU.Segkk3741_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38180,0,53,89,1,1,24,0,0,0,64,219,263,91,444,42,0,0
MSTRG.10851,1,1,5,23,18,1,1,0,6,1,1,92,2,1,1,0,33
MSTRG.41803,0,252,237,31,15,89,11,1,21,63,48,231,284,84,62,0,35
MSTRG.41802,1,157,184,117,129,107,41,0,24,49,0,287,236,74,23,0,23
MSTRG.41801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41807,1,871,928,585,549,726,58,0,269,663,575,633,880,796,472,0,445
MSTRG.41806,0,155,140,63,20,146,12,0,105,36,0,30,15,12,34,0,0
MSTRG.41805,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
MSTRG.41804,0,7,40,107,21,3,0,0,86,2,0,52,0,0,0,0,76
MSTRG.41808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk329_pilon.1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk329_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk348_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk348_pilon.5,0,0,5,1,0,10,9,0,0,0,0,0,0,0,0,0,0
MSTRG.39581,0,15,59,88,0,0,0,0,0,0,0,0,17,18,0,0,0
Acerv_evm.TU.Segkk2722_pilon.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2722_pilon.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2722_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39585,1,363,689,465,331,554,0,0,29,670,485,838,936,754,310,0,0
MSTRG.39584,0,0,1,62,68,0,0,0,1,1,0,1,0,0,0,0,0
Acerv_evm.TU.Segkk2722_pilon.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39586,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,69
MSTRG.39589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39588,0,59,0,0,0,0,0,0,0,0,0,0,53,77,39,0,0
Acerv_evm.TU.Segkk2722_pilon.38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2267_pilon.19,0,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0
MSTRG.43528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31121,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43522,0,0,216,287,137,131,0,0,232,106,154,291,271,257,42,0,198
MSTRG.43523,0,1852,1256,1277,672,1172,59,64,696,1095,1383,1267,1537,1446,980,0,947
MSTRG.43520,0,0,17,0,126,0,26,0,0,14,0,34,100,0,0,0,0
MSTRG.43521,0,26,38,3,94,63,0,0,0,7,23,0,0,84,37,0,0
MSTRG.43527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43524,1,1016,633,539,363,347,25,0,255,398,578,783,1072,1267,339,0,218
Acerv_evm.TU.Segkk2267_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11746,0,0,161,18,0,3,0,0,0,0,0,75,44,88,0,0,0
Acerv_evm.TU.Segkk926_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30802,0,0,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Acerv_evm.model.Segkk1675_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2881_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30325,0,0,66,3,49,85,0,0,6,50,84,6,32,52,0,0,0
Acerv_evm.TU.Segkk1112_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19486,0,0,0,0,1,0,0,0,55,0,0,0,0,0,0,0,0
MSTRG.19487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19484,0,8,88,53,33,36,0,0,11,5,36,8,34,7,0,0,33
MSTRG.32802,0,440,179,132,77,425,0,0,38,394,84,226,324,530,136,0,68
MSTRG.19482,0,12,26,0,50,10,0,0,0,30,0,25,1,1,17,0,0
MSTRG.6848,0,0,25,73,1,1,0,1,1,2,0,1,0,32,0,0,0
MSTRG.1819,0,276,273,505,395,116,0,0,94,300,714,324,458,438,91,0,91
MSTRG.32806,0,0,48,0,76,0,0,0,0,0,1,0,0,22,0,0,0
MSTRG.6845,0,0,28,3,30,7,0,0,33,2,3,5,21,4,0,0,0
MSTRG.6844,0,0,11,0,75,0,0,1,21,0,0,3,3,0,0,0,0
MSTRG.6847,0,1,90,36,11,69,3,0,1,1,31,51,118,0,6,0,1
MSTRG.6846,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1810,5,178,255,200,78,70,1,2,15,53,194,139,81,261,70,0,80
Acerv_evm.model.Segkk3800_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2549,0,105,65,127,14,0,0,0,24,1,1,65,88,162,33,0,171
MSTRG.2544,0,132,2394,1579,1405,193,44,127,602,244,274,925,374,80,4,0,764
MSTRG.2545,0,39,185,5,184,24,0,0,5,0,0,16,17,48,17,0,0
MSTRG.2546,0,9,118,331,126,41,0,15,14,77,162,104,37,3,2,0,80
MSTRG.2547,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2540,1,958,644,167,628,264,16,0,52,631,1151,755,1977,1036,492,0,38
MSTRG.2541,0,795,316,113,193,394,0,0,0,486,422,254,375,578,163,0,0
MSTRG.2542,0,17,3,0,6,0,6,0,0,3,0,1,16,23,0,0,1
MSTRG.2543,0,11,0,96,0,29,0,0,0,12,7,149,25,10,19,0,45
MSTRG.37289,2,1231,393,750,457,1586,21,0,91,675,955,638,793,1126,395,0,201
Acerv_evm.TU.Segkk4109_pilon.22,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4109_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26410,2,252,353,202,255,280,88,5,155,176,141,476,223,192,162,0,103
Acerv_evm.TU.Segkk3092_pilon.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.45278,0,164,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0
MSTRG.45279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1870_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45275,0,79,52,14,0,122,0,0,1,16,23,39,41,112,22,0,66
Acerv_evm.TU.Segkk1870_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45277,0,160,193,276,234,197,0,0,29,245,0,278,206,241,48,0,0
MSTRG.45270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45271,0,72,5,0,37,43,0,0,0,3,0,69,42,84,7,0,0
MSTRG.45272,1,1682,1392,1408,738,2043,15,2,104,743,740,879,604,1078,303,7,353
MSTRG.45273,1,81,73,106,137,42,1,0,12,164,159,3,204,89,88,0,32
MSTRG.42723,0,0,119,123,99,11,0,5,48,0,0,100,0,0,1,0,20
Acerv_evm.TU.Segkk4119_pilon.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
MSTRG.42721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42720,0,0,58,219,266,0,0,0,0,37,0,103,72,0,2,0,109
MSTRG.42727,1,3060,1921,986,996,1542,94,17,659,1768,3306,1608,3537,3089,1258,30,557
Acerv_evm.model.Segkk441_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42725,1,15,12,15,19,2,0,1,0,64,0,0,0,27,16,0,0
MSTRG.42724,0,43,184,116,94,61,73,3,4,39,7,38,3,21,1,0,0
MSTRG.42729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3265_pilon.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3265_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45109,0,2,2,7,2,1,0,0,2,3,0,10,7,3,2,4,1
Acerv_evm.TU.Segkk2084_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2084_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40387,0,254,211,261,21,70,0,0,131,0,586,434,120,0,33,0,18
MSTRG.40386,0,4825,61201,18433,10340,10775,381,273,3168,6056,10091,11752,10889,18991,3729,0,2974
MSTRG.40385,7,27,30,2,14,39,0,8,2,3,0,17,43,127,2,0,0
MSTRG.40384,2,0,14,0,0,0,0,0,0,1,4,9,0,175,7,0,0
MSTRG.40389,0,40,85,158,89,4,0,1,1,0,0,81,0,3,0,0,96
MSTRG.40388,0,304,340,108,15,41,0,0,33,241,451,216,694,356,69,0,66
MSTRG.12145,16,774,349,288,291,297,119,34,449,550,609,696,1100,743,287,0,214
Acerv_evm.TU.Segkk3602_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1108,0,116,125,130,165,188,0,3,98,164,65,71,19,198,47,0,57
Acerv_evm.TU.Segkk4113_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3097_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3795_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3795_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3795_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6196,0,0,148,182,118,8,7,0,59,0,37,151,34,1,0,0,66
Acerv_evm.TU.Segkk3097_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2314_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23595,0,0,33,81,33,0,1,0,10,0,0,24,0,0,0,0,1
Acerv_evm.TU.Segkk3721_pilon.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.45498,0,157,114,171,20,0,0,3,3,43,97,100,116,0,16,0,0
MSTRG.45499,0,245,64,418,419,49,0,1,23,394,255,114,146,86,134,0,102
Acerv_evm.model.Segkk4028_pilon.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32374,0,0,81,170,152,354,0,0,0,316,79,106,65,199,0,0,0
MSTRG.32373,0,109,336,359,1,53,25,25,150,15,6,13,18,0,15,0,0
MSTRG.32372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32371,29,3177,1112,579,334,787,783,370,1369,252,820,587,767,1088,205,37,343
MSTRG.32370,0,4,24,1,2,18,1,0,0,3,4,2,19,1,6,0,0
MSTRG.45490,0,0,16,28,0,16,5,0,0,0,54,26,124,0,0,0,0
MSTRG.45491,0,0,1,2,25,3,0,0,0,19,1,55,2,1,4,0,1
MSTRG.45492,0,0,0,2,0,0,0,0,3,0,0,1,0,1,0,0,0
MSTRG.45493,0,25,114,84,23,40,4,0,6,27,25,139,0,19,17,0,12
MSTRG.45494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32379,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18620,0,0,65,51,6,21,0,7,3,24,0,127,51,0,0,0,0
MSTRG.41388,0,9,131,4,70,20,0,0,59,92,5,146,104,468,22,0,9
MSTRG.41389,0,136,108,121,74,130,27,0,33,39,156,0,72,84,75,0,19
MSTRG.22027,0,43,26,79,63,60,16,0,0,51,158,156,69,107,50,0,1
MSTRG.18623,0,21,0,0,89,0,0,0,6,0,0,36,37,1,12,0,0
MSTRG.1100,0,107,32,10,18,2,0,0,3,156,12,256,68,76,50,0,1
Acerv_evm.TU.Segkk4159_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41382,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3417_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41386,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0
Acerv_evm.TU.Segkk4159_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.739,5,145,136,20,136,68,0,1,19,276,256,45,440,64,64,21,42
MSTRG.731,0,593,736,502,429,643,7,0,136,766,1014,616,807,762,336,0,223
MSTRG.732,0,20,84,66,9,1,0,0,3,8,0,55,33,10,0,0,4
MSTRG.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.735,0,32,413,0,133,91,0,0,0,0,0,0,74,0,70,0,95
MSTRG.736,32,7250,4078,2545,2426,2836,597,46,1108,3171,3632,3905,7410,5375,2314,1,1021
MSTRG.43892,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0
MSTRG.8554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43890,0,1,4,54,10,40,1,1,1,9,10,11,4,1,3,0,19
MSTRG.8556,3,81,70,4,0,2,0,0,0,6,144,0,20,20,29,0,0
MSTRG.8551,0,0,0,0,7,0,0,0,0,0,0,132,0,0,0,0,0
MSTRG.43897,0,250,334,563,346,415,1,0,28,282,59,817,144,153,3,0,64
MSTRG.8553,0,154,48,10,88,123,1,0,0,326,68,155,610,410,207,0,63
Acerv_evm.model.Segkk2117_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43898,2,2251,1087,1230,942,1055,7,1,193,1405,1439,827,2098,1886,953,11,590
MSTRG.43899,0,119,212,681,472,145,191,91,413,101,391,686,397,160,59,0,357
MSTRG.8559,0,25,34,123,111,9,0,51,31,37,0,325,39,48,0,0,11
MSTRG.7923,0,130,22,35,64,11,1,1,15,11,136,36,5,28,41,0,9
MSTRG.23787,0,69,19,22,34,16,0,0,0,1,31,75,29,0,1,0,7
Acerv_evm.TU.Segkk2239_pilon.3,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2239_pilon.2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Acerv_evm.TU.Segkk2239_pilon.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
MSTRG.22025,1,43,273,1019,619,91,190,109,545,58,114,82,90,2,16,5,305
MSTRG.41032,0,575,550,145,146,382,0,0,0,297,0,167,0,258,0,0,0
Acerv_evm.TU.Segkk3995_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3995_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3995_pilon.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.41036,3,7175,7654,4030,2385,7911,63,30,750,8223,8462,5050,7668,5940,3734,0,1358
Acerv_evm.TU.Segkk3995_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3995_pilon.13,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3995_pilon.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2533_pilon.10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2533_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41038,4,2425,3204,1209,0,1404,0,39,365,2580,3071,1485,2611,2686,1733,0,0
MSTRG.22836,0,24,42,0,31,38,0,0,0,0,0,0,0,0,0,0,1
Acerv_evm.TU.Segkk2533_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2533_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2533_pilon.16,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
Acerv_evm.TU.Segkk2533_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1432_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31774,0,0,24,262,130,1,0,0,15,4,96,85,0,1,26,0,91
MSTRG.31775,0,0,43,87,120,0,0,0,5,0,0,226,65,0,20,0,48
MSTRG.31772,0,65,48,24,37,50,0,0,7,15,61,0,108,23,17,0,16
MSTRG.31773,0,13,4,112,17,7,0,0,0,5,0,0,34,0,0,0,3
MSTRG.31770,0,12,53,1,78,2,0,0,4,0,0,0,0,48,13,0,10
Acerv_evm.TU.Segkk1932_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2542_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2542_pilon.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2542_pilon.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MSTRG.29955,0,0,225,0,223,0,0,0,0,121,0,0,42,0,0,0,126
MSTRG.31778,0,61,224,136,59,105,0,2,0,12,0,36,0,16,3,0,4
MSTRG.31779,0,0,51,12,62,0,0,0,0,0,36,62,53,18,0,0,4
MSTRG.5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39918,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
MSTRG.5124,0,21,9,0,2,44,0,0,36,3,0,0,24,49,2,0,0
MSTRG.5123,0,11,61,27,32,14,0,0,25,22,47,125,41,34,49,0,3
MSTRG.35063,0,88,295,23,119,46,1,0,2,20,47,116,42,269,64,0,27
MSTRG.5120,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0
