gene_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
MSTRG.34742,0,23,89,0,51,193,0,0,0,113,223,0,4,27,69,0,0
MSTRG.34743,0,0,0,33,6,0,1,20,42,0,27,31,0,0,0,0,0
MSTRG.34744,0,40,61,23,1,24,0,0,0,23,0,6,0,3,16,0,0
MSTRG.35819,0,7,0,6,0,106,0,0,25,5,1,0,31,0,4,0,0
MSTRG.34746,0,24,36,0,66,9,0,0,0,44,0,85,33,0,7,0,1
MSTRG.34747,1,448,421,108,103,146,36,7,162,257,181,610,454,749,197,0,134
MSTRG.23426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4104_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19847,0,57,201,199,87,46,0,0,8,110,131,2,124,87,16,0,9
MSTRG.23421,3,1382,1672,2225,1423,1473,331,66,2008,930,1249,837,978,484,215,3,645
MSTRG.19844,0,53,135,53,79,51,0,2,0,23,60,17,16,92,34,0,25
MSTRG.23420,0,91,324,312,86,22,0,0,0,1,0,0,13,0,0,0,0
MSTRG.43176,0,0,20,49,6,8,4,0,98,7,15,15,37,11,0,0,37
MSTRG.26938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2047_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8732,0,0,0,90,75,0,0,0,2,0,0,156,0,0,0,0,0
MSTRG.26931,0,435,3557,3693,2820,1130,422,171,1262,859,610,2308,460,426,105,0,584
MSTRG.35889,2,630,336,297,236,314,28,0,175,312,582,632,1134,303,149,3,501
MSTRG.19843,0,11,30,64,0,26,0,0,0,0,0,33,10,0,1,0,0
MSTRG.35813,1,3,42,98,0,20,0,0,0,2,0,0,0,0,0,0,0
MSTRG.23348,1,0,122,1,1,1,0,20,0,1,0,295,226,35,0,0,1
MSTRG.32260,1,366,171,21,144,30,2,0,51,157,307,119,432,353,135,0,35
MSTRG.19841,0,0,0,10,2,0,0,0,0,2,2,10,41,62,32,0,1
Acerv_evm.TU.Segkk993_pilon.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.18217,0,257,159,64,25,17,0,0,11,25,34,56,8,26,0,0,34
MSTRG.12338,0,7,62,46,7,0,0,0,9,18,5,7,56,72,26,0,0
MSTRG.12871,0,167,78,0,102,215,0,0,0,228,0,0,184,0,53,0,0
MSTRG.32262,0,12,286,214,91,53,0,0,88,22,66,147,32,10,3,0,61
MSTRG.8739,12,987,1197,1017,643,943,37,25,238,1009,484,1516,1852,1546,189,0,121
MSTRG.8738,0,0,15,159,7,0,0,0,18,0,103,1,21,0,0,0,14
MSTRG.36427,0,28,94,357,109,65,0,0,6,0,2,103,184,8,2,0,3
MSTRG.12335,0,95,38,57,68,57,0,0,0,0,0,0,67,0,0,0,0
MSTRG.36425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3336_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36423,0,470,537,131,87,422,0,0,2,314,348,558,421,369,151,0,84
MSTRG.36422,6,167,295,241,61,238,20,7,54,107,189,251,205,175,44,12,0
MSTRG.36421,0,0,67,0,0,0,0,0,0,0,5,13,25,0,1,0,18
MSTRG.36420,2,264,1,253,255,0,30,0,105,164,621,0,1,0,105,0,119
MSTRG.32266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6902,0,88,8,2,0,1,0,0,7,1,2,0,58,14,8,1,5
MSTRG.36429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15177,0,87,85,5,5,3,1,9,9,8,1,6,45,79,64,0,12
MSTRG.30119,1,10,288,187,53,25,1,5,41,22,45,87,47,9,3,0,26
MSTRG.30118,13,1020,411,672,392,604,150,4,415,554,693,575,647,1176,297,35,259
MSTRG.12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk999_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk999_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35930,0,0,86,108,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30113,7,188,104,3,2,0,37,7,19,25,20,41,2,108,21,0,7
MSTRG.30112,18,939,692,343,442,856,97,65,319,626,425,776,839,689,364,3,332
MSTRG.30115,0,24,108,25,1,0,0,0,0,2,0,1,16,0,0,0,0
Acerv_evm.model.Segkk999_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12330,1,0,0,50,8,0,0,0,0,0,0,44,7,0,0,0,0
Acerv_evm.TU.Segkk4104_pilon.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk662_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37902,3,1885,1161,1021,757,717,23,35,180,1351,1296,1894,2058,1550,858,79,444
MSTRG.6907,0,828,523,419,385,253,3,0,52,220,822,704,1248,505,213,0,82
MSTRG.1789,0,244,56,18,3,25,79,0,0,71,31,56,83,71,18,0,0
MSTRG.20699,0,97,97,22,24,23,0,0,50,7,0,0,32,40,5,0,1
MSTRG.20698,0,151,277,69,29,96,0,0,105,25,33,240,242,217,34,0,35
MSTRG.20693,0,7,9,0,0,16,0,0,0,0,0,0,0,0,1,0,0
MSTRG.20692,5,212,266,167,232,422,44,0,209,179,109,251,166,371,54,0,96
MSTRG.20691,25,835,789,351,484,567,0,25,111,947,975,1190,1249,1125,407,2,237
MSTRG.20690,0,193,132,122,168,139,0,0,0,246,740,460,160,212,88,0,0
MSTRG.20697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20695,0,843,969,406,614,533,168,0,118,1051,882,1349,1003,1031,408,0,77
MSTRG.20694,0,0,108,32,50,0,0,0,93,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3825_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk58_pilon.1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
Acerv_evm.TU.Segkk3047_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3047_pilon.26,0,0,7,0,0,0,1,0,0,1,0,1,1,1,1,0,0
MSTRG.37301,3,1981,1577,574,747,1244,11,0,69,648,634,1344,2251,1122,593,0,363
Acerv_evm.TU.Segkk4037_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4037_pilon.15,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0
Acerv_evm.TU.Segkk3058_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23
Acerv_evm.model.Segkk393_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3058_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acerv_evm.TU.Segkk3058_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10520,0,5,20,155,7,44,0,0,0,24,0,127,46,0,0,0,0
Acerv_evm.TU.Segkk3058_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4037_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28091,9,317,108,14,42,82,340,74,14,86,5,42,53,30,15,0,1
MSTRG.37200,0,1247,889,448,212,355,4,0,243,122,17,339,118,207,84,0,32
MSTRG.28093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3965_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28095,0,73,10,25,14,0,0,0,7,33,0,0,3,0,3,0,0
MSTRG.28097,0,15,44,17,71,86,0,0,0,122,257,217,164,427,69,0,43
MSTRG.28096,0,40,409,162,79,0,1,8,46,6,0,0,0,0,0,0,0
MSTRG.28099,2,41,37,129,50,29,4,1,12,1,1,0,1,1,0,0,0
MSTRG.37305,0,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Acerv_evm.TU.Segkk1158_pilon.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10527,0,114,17,0,0,0,0,0,0,14,0,0,0,6,12,0,0
Acerv_evm.TU.Segkk471_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25521,2,101,70,90,64,46,0,7,0,18,96,29,99,9,41,0,20
MSTRG.20529,0,3,119,97,35,38,1,6,1,1,5,1,1,0,1,0,1
MSTRG.20528,0,211,196,143,47,67,2,3,112,157,166,46,131,135,22,29,56
MSTRG.41253,0,14,11,12,10,70,0,0,27,95,65,141,127,89,109,0,89
MSTRG.20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1158_pilon.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20527,0,0,207,310,408,0,281,0,152,0,0,347,0,0,0,0,0
MSTRG.37306,1,19,1,126,6,0,0,0,10,46,0,242,0,48,1,0,8
Acerv_evm.model.Segkk1289_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1289_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20523,0,355,1672,238,621,124,0,26,225,176,0,344,483,289,209,0,127
MSTRG.25527,0,193,36,23,7,2,0,0,0,1,50,11,8,0,5,0,0
MSTRG.17321,0,783,788,685,590,721,33,5,662,582,610,530,883,925,339,4,276
MSTRG.17320,0,0,25,0,0,0,0,0,0,23,25,0,0,0,1,0,6
Acerv_evm.TU.Segkk3821_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17322,11,0,9,67,73,3,0,0,7,0,0,44,30,0,8,0,9
MSTRG.17325,0,0,0,43,43,49,0,0,0,6,0,4,0,0,0,0,1
MSTRG.17324,1,257,122,314,141,183,4,0,13,121,199,186,120,110,9,0,9
MSTRG.17327,0,31,193,178,125,0,0,0,160,4,0,0,47,0,0,0,249
MSTRG.17326,0,60,140,73,135,124,0,0,6,131,222,10,119,234,32,0,154
MSTRG.17329,0,39,22,9,2,0,0,0,0,2,42,0,29,18,0,0,7
MSTRG.17328,2,6316,3809,1635,1572,2149,40,4,576,3505,3527,3128,4892,3939,2048,5,1403
Acerv_evm.model.Segkk1728_pilon.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16052,0,361,358,616,553,389,118,0,192,151,0,87,611,317,69,0,126
MSTRG.16053,0,38,62,86,32,49,8,7,59,16,11,16,17,9,0,0,18
MSTRG.16055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16056,0,0,90,37,2,0,0,115,0,27,0,5,15,0,0,0,0
MSTRG.16057,0,32,277,112,139,91,0,0,373,40,0,0,0,6,0,0,0
MSTRG.16058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1057_pilon.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.7252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37468,0,0,30,81,19,20,0,1,15,0,0,82,0,0,0,0,0
MSTRG.37469,0,0,0,0,26,0,0,1,0,0,0,0,25,0,0,0,0
MSTRG.25348,1,1198,461,103,179,244,0,0,7,392,636,349,838,614,374,8,104
MSTRG.25349,0,0,0,57,90,0,0,0,0,0,0,0,128,1,0,0,32
MSTRG.37460,8,739,362,204,118,511,0,0,107,217,336,75,335,353,191,0,100
MSTRG.37461,0,0,55,36,12,0,0,0,35,1,0,68,5,0,0,0,111
MSTRG.25340,0,68,97,23,67,206,0,0,34,147,124,61,26,12,25,0,30
MSTRG.25341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37464,0,0,6,50,0,0,0,0,9,0,0,116,0,0,0,0,1
MSTRG.25347,0,115,97,56,10,2,0,0,0,21,3,35,103,55,60,0,0
MSTRG.37466,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37467,0,59,4,0,0,75,0,0,0,36,129,0,0,0,4,0,11
Acerv_evm.TU.Segkk3090_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41259,0,77,184,4,3,48,0,26,9,0,0,0,11,63,10,0,0
MSTRG.7251,0,24,1,4,0,11,0,0,0,0,0,0,0,0,19,0,3
Acerv_evm.TU.Segkk919_pilon.1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
MSTRG.45476,0,1,2,129,14,0,0,0,0,1,0,124,66,0,0,0,1
MSTRG.9593,1,59,89,116,64,171,47,1,6,114,4,98,88,96,31,0,0
MSTRG.5509,0,73,130,0,0,13,0,0,0,0,1,0,6,0,0,0,0
MSTRG.5508,0,0,115,19,0,0,74,0,0,0,0,0,3,0,0,0,0
MSTRG.7054,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5501,0,328,29,66,62,42,0,0,108,353,121,0,279,322,151,0,153
MSTRG.5500,0,796,1091,110,146,139,3,0,10,295,500,296,647,1401,1139,0,469
MSTRG.5503,0,10,142,25,19,10,0,3,17,1,71,0,24,15,0,0,0
MSTRG.5502,0,288,26,0,0,0,0,0,0,329,0,0,5048,219,431,0,0
MSTRG.5505,0,446,319,868,346,569,1,0,88,770,981,432,888,377,170,0,83
MSTRG.2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5507,0,41,5,0,0,0,0,0,0,0,0,0,23,0,0,0,0
MSTRG.31517,0,49,17,37,1,0,0,0,0,19,147,0,0,81,5,0,0
MSTRG.7051,0,83,2,0,7,69,0,0,15,0,0,0,0,7,0,0,0
MSTRG.31514,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.777,0,212,129,149,138,16,0,0,44,205,339,307,555,149,104,0,58
MSTRG.2021,1,134,74,53,69,149,0,0,40,101,104,62,146,157,37,0,16
MSTRG.21343,0,1077,975,1277,1200,235,4,0,136,1087,524,2006,2126,596,462,4,551
Acerv_evm.TU.Segkk3853_pilon.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.7052,3,40,10,2,14,16,1,0,3,19,14,1,4,25,10,0,0
MSTRG.46525,4,23856,12092,9415,4178,5254,16,5,448,4314,5259,3199,3524,1819,1844,0,418
Acerv_evm.TU.Segkk993_pilon.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31511,0,44,27,31,51,2,0,0,37,12,49,2,22,79,41,0,13
Val_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Val_29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk541_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10952,0,101,926,1383,732,0,0,0,0,113,0,623,0,0,0,0,0
Acerv_evm.model.Segkk541_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22589,1,0,162,366,175,326,0,0,0,123,0,357,296,0,0,0,0
MSTRG.22588,13,1607,2871,1659,1185,2619,826,185,1493,1923,1644,3711,3602,2618,793,158,2176
MSTRG.11585,0,3369,1544,1568,810,1716,14,1,169,2164,1704,1713,2723,2544,868,0,330
MSTRG.11583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11582,9,8911,4127,2191,1322,4425,63,39,655,531,922,786,951,723,373,0,122
MSTRG.11581,1,0,33,60,37,0,4,0,63,0,0,187,0,0,0,1,0
MSTRG.11580,0,68,10,1,0,0,0,4,0,0,0,1,0,0,0,0,0
MSTRG.22581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22580,0,17,46,48,69,75,0,0,24,165,8,35,82,3,62,0,33
MSTRG.22583,0,0,66,0,0,0,0,0,0,84,0,0,0,0,4,0,0
MSTRG.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22585,0,168,363,241,131,508,0,0,88,344,0,372,159,109,0,0,0
MSTRG.22584,6,1307,473,349,483,309,2,7,168,589,840,1170,1771,1182,281,0,276
MSTRG.11589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11588,3,195,111,0,110,43,0,0,71,283,224,16,123,366,31,0,67
MSTRG.7255,2,2694,660,1791,1239,1210,22,2,403,1649,1397,1874,1560,880,465,0,637
MSTRG.45472,0,1,69,75,78,49,0,0,0,166,211,98,152,156,66,0,4
Acerv_evm.TU.Segkk3400_pilon.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26693,0,882,676,253,361,224,2,0,28,635,726,994,1103,643,539,0,223
Acerv_evm.TU.Segkk3400_pilon.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MSTRG.26695,0,1,32,1,3,96,47,0,0,61,111,1,1,152,32,0,5
MSTRG.26694,0,65,52,2,58,10,0,0,0,192,16,13,38,404,84,0,2
MSTRG.26697,1,139,173,148,40,26,0,0,25,336,188,115,312,151,144,0,24
MSTRG.26696,4,12,36,56,22,0,0,0,0,65,0,51,48,12,4,0,0
MSTRG.5668,0,24,8,52,47,0,1,0,0,11,0,8,22,0,2,0,0
MSTRG.16588,0,0,79,0,0,0,0,0,0,0,0,71,21,1,1,0,0
MSTRG.16589,0,3,44,0,127,38,0,17,30,3,0,71,131,111,0,0,9
MSTRG.16582,0,566,272,286,236,380,0,0,62,380,315,349,436,198,129,0,90
MSTRG.16583,1,924,990,1412,773,1066,24,17,304,788,755,826,570,565,202,27,526
MSTRG.16580,0,54,0,4,2,0,0,0,0,0,6,0,4,1,0,0,0
MSTRG.16581,2,98,0,46,0,89,0,0,0,5,0,0,0,0,4,0,0
MSTRG.16586,0,247,205,224,139,68,2,0,58,159,302,274,203,243,108,0,16
MSTRG.16587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16584,0,971,939,897,398,336,0,0,78,1060,1470,1623,1608,1798,572,0,207
MSTRG.16585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11058,9,2483,1572,1200,795,792,0,69,297,925,1289,1457,1547,1853,570,0,436
Acerv_evm.model.Segkk1684_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11051,15,370,860,559,625,474,0,206,333,408,428,1001,828,256,172,0,435
MSTRG.11050,0,0,0,72,100,15,22,0,3,0,0,117,62,0,8,0,45
MSTRG.11053,1,258,217,93,109,386,32,8,75,129,22,141,296,89,98,0,96
MSTRG.11052,4,218,92,65,5,137,0,3,90,148,0,19,189,135,32,0,35
Acerv_evm.TU.Segkk3800_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11054,0,0,0,0,145,0,0,0,0,0,0,281,0,0,0,0,0
Acerv_evm.TU.Segkk3800_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18552,0,0,0,111,35,0,0,0,15,0,0,33,1,0,0,0,0
Acerv_evm.TU.Segkk1490_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1490_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46536,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0
Acerv_evm.TU.Segkk2001_pilon.2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0
Acerv_evm.TU.Segkk2001_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2001_pilon.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.23186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23187,0,1,0,0,0,0,0,1,1,21,0,0,0,1,0,0,0
MSTRG.23184,1,309,46,99,36,181,4,0,6,229,334,117,198,46,83,0,30
MSTRG.23182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leu_271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.23180,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0
MSTRG.23181,1,0,0,153,4,0,0,0,0,0,0,9,0,0,0,0,5
MSTRG.39188,0,68,0,0,0,0,0,1,46,0,0,12,0,45,0,0,0
MSTRG.23188,19,4963,5579,5434,2300,2398,89,29,792,4978,8800,6053,8666,6063,2782,93,2076
MSTRG.23189,0,114,685,882,850,208,37,5,20,267,101,887,232,109,39,0,51
Acerv_evm.model.Segkk3626_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3981_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3981_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18550,10,552,116,169,181,205,105,5,33,394,158,898,689,337,277,6,359
MSTRG.45114,0,2,37,174,138,0,6,0,10,57,0,129,123,21,33,2,1
Acerv_evm.TU.Segkk4196_pilon.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4196_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4196_pilon.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Acerv_evm.TU.Segkk4074_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4196_pilon.4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46534,0,30,50,4,27,72,0,0,0,18,0,114,38,0,9,0,14
Acerv_evm.TU.Segkk2484_pilon.11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Acerv_evm.model.Segkk2433_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40658,0,40,1,131,0,0,0,0,0,8,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4138_pilon.10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
Acerv_evm.TU.Segkk2627_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18026,2,928,243,129,230,340,1,2,84,464,551,469,616,488,118,0,54
Acerv_evm.model.Segkk360_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3056_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2115_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3056_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2115_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3056_pilon.3,0,6,4,0,0,2,0,0,0,2,8,0,3,7,1,0,1
Acerv_evm.TU.Segkk3056_pilon.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk360_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3314_pilon.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.15770,0,0,0,0,0,12,0,0,0,0,0,102,1,1,1,0,23
MSTRG.15771,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0
MSTRG.15772,0,224,4,127,6,168,0,0,0,36,1,40,46,62,45,0,7
MSTRG.27251,0,0,129,175,184,63,0,0,0,57,111,170,73,8,13,83,0
MSTRG.15774,149,11441,6195,3702,3816,4011,1372,315,5379,12548,7238,12766,20782,18026,6136,483,8619
MSTRG.15775,0,8,4,43,65,0,0,0,0,0,0,7,97,13,0,0,0
MSTRG.15776,0,0,63,50,14,0,9,0,65,0,11,0,51,0,2,0,0
MSTRG.15777,0,3,21,120,51,2,0,31,79,1,0,31,5,0,0,0,79
MSTRG.15778,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15779,1,4,50,0,0,49,0,0,0,1,0,13,0,0,0,0,33
MSTRG.27258,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1415_pilon.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.10720,6,4492,1918,1861,971,1138,2,2,77,1814,1079,2959,3048,2046,1255,0,86
