transcript_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
Acerv_evm.model.Segkk3306_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3092_pilon.12,0,627,318,131,209,198,0,4,163,153,389,82,113,130,160,0,89
Acerv_evm.model.Segkk3306_pilon.14,2,3,426,345,177,7,221,59,454,0,77,18,44,1,9,0,242
Acerv_evm.model.Segkk3306_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3306_pilon.16,0,19,13,52,40,0,2,2,29,22,24,244,0,32,1,0,18
Acerv_evm.model.Segkk3306_pilon.17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10884.1,10,3350,2507,2056,1609,2718,117,45,409,2448,2868,3432,4920,3172,1281,0,529
Acerv_evm.model.Segkk3306_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3306_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3306_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20194.1,0,77,0,94,140,5,8,0,0,5,0,98,3,0,13,0,65
MSTRG.44579.1,0,0,0,41,91,0,0,6,21,2,0,82,0,0,0,0,28
MSTRG.36064.1,0,0,0,46,62,6,0,1,6,0,0,25,2,0,0,0,2
MSTRG.38894.1,0,2,2,0,1,8,1,0,0,0,0,0,2,23,0,0,0
MSTRG.6061.1,0,1249,919,902,582,806,9,31,69,1206,1426,1456,1492,1994,710,0,140
MSTRG.18135.1,1,66,19,109,21,86,0,0,0,193,301,204,109,131,67,0,34
Acerv_evm.model.Segkk3145_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7266.1,0,197,30,24,145,50,0,0,11,1,0,131,120,71,87,0,23
Acerv_evm.model.Segkk3092_pilon.13,0,201,208,84,196,216,43,0,0,181,202,167,135,0,69,0,0
MSTRG.46881.1,36,936,1192,576,606,1278,66,56,436,735,644,844,1050,604,401,0,571
MSTRG.37675.1,0,0,22,0,2,36,0,0,0,0,1,0,0,2,1,0,0
Acerv_evm.model.Segkk4292_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3039_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3039_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3039_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk583_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk583_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18423.1,0,190,367,566,298,73,0,0,171,79,51,387,17,84,0,0,0
MSTRG.29129.1,1,32,34,9,0,55,5,1,98,148,1,77,2,73,5,0,12
MSTRG.34144.1,2,73,63,70,77,201,0,0,4,105,269,71,12,113,84,0,3
Acerv_evm.model.Segkk2711_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2242.1,0,60,141,79,75,2,0,0,17,0,0,113,133,16,0,0,49
MSTRG.13165.1,1,119,134,98,36,176,0,0,33,80,310,116,220,278,56,0,26
MSTRG.29438.1,1,1104,373,560,290,482,0,0,31,725,837,415,401,772,344,0,340
Acerv_evm.model.Segkk2846_pilon.2,0,354,825,430,398,204,0,5,103,281,386,370,248,210,84,0,100
MSTRG.1692.1,0,35,51,311,119,0,21,42,36,0,0,60,12,0,0,0,0
MSTRG.29799.1,0,89,55,0,0,0,0,0,0,17,137,28,0,1,11,0,0
MSTRG.23566.1,0,3,24,8,5,3,0,0,0,2,0,0,7,1,1,0,0
MSTRG.20095.1,0,600,85,90,59,96,3,0,59,36,84,133,160,132,55,0,0
MSTRG.32228.1,0,333,212,0,0,1,0,2,0,1,0,120,108,4,5,0,0
MSTRG.45757.1,1,4,5,53,10,3,0,4,0,12,130,0,21,1,0,0,0
Acerv_evm.model.Segkk407_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk988_pilon.2,0,0,1,0,0,0,0,0,0,0,0,76,0,0,0,0,0
Acerv_evm.model.Segkk988_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk988_pilon.1,0,24,205,180,195,42,14,0,192,40,44,219,185,34,20,2,77
Acerv_evm.model.Segkk2846_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42694.1,0,0,0,1,66,0,0,0,13,43,0,144,0,0,0,0,0
Acerv_evm.model.Segkk866_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk866_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1085_pilon.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Acerv_evm.model.Segkk866_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk866_pilon.2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
Acerv_evm.model.Segkk866_pilon.1,0,1,46,168,69,16,0,648,21,48,2,178,39,8,2,0,22
MSTRG.36151.1,0,0,0,14,27,0,0,0,1,3,0,2,4,0,0,0,0
Acerv_evm.model.Segkk866_pilon.7,0,220,307,0,0,0,0,0,0,585,0,0,106,0,107,0,0
Acerv_evm.model.Segkk866_pilon.6,0,209,309,272,391,295,0,0,0,294,0,438,330,247,92,0,0
Acerv_evm.model.Segkk866_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk866_pilon.4,0,0,34,0,0,0,0,0,0,57,0,0,0,0,0,0,0
MSTRG.24447.1,0,5,1,114,104,0,5,0,18,108,0,181,62,0,23,0,3
MSTRG.11610.1,0,0,106,54,1,0,0,127,178,0,0,0,0,5,0,0,0
MSTRG.549.1,0,0,18,0,43,85,0,0,4,27,0,4,4,1,0,0,0
Acerv_evm.model.Segkk2908_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2908_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2908_pilon.5,0,0,1,1,0,1,0,0,29,0,0,73,1,0,0,0,0
Acerv_evm.model.Segkk2908_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2908_pilon.7,0,11,2,1,30,0,0,0,0,0,0,0,0,1,1,0,0
Acerv_evm.model.Segkk2908_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2908_pilon.1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
MSTRG.35124.1,0,32,130,208,158,101,2,0,39,33,36,14,89,2,7,0,155
Acerv_evm.model.Segkk2908_pilon.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSTRG.40013.1,0,0,22,10,55,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.28113.1,1,39,86,150,33,4,5,1,30,4,1,6,73,3,19,0,0
Acerv_evm.model.Segkk4331_pilon.3,1,1,7,29,1,1,0,0,1,1,1,0,43,1,1,0,1
MSTRG.28486.1,1,295,277,415,676,180,12,2,89,2257,1521,1894,3983,1891,457,14,498
Acerv_evm.model.Segkk4019_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1397_pilon.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3850_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3689_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12721.1,1,989,634,655,523,657,6,1,115,886,645,845,1031,1839,533,2,222
Acerv_evm.model.Segkk453_pilon.10,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
MSTRG.33644.1,0,0,61,91,28,0,0,0,18,5,0,38,21,3,1,0,74
MSTRG.37660.1,0,873,657,428,399,383,0,0,50,784,685,1205,1564,1031,381,0,199
MSTRG.8150.1,0,459,699,1596,520,894,0,0,217,565,497,1288,756,624,370,0,602
MSTRG.8150.3,0,0,148,493,262,0,0,0,814,120,0,362,0,55,0,0,389
Acerv_evm.model.Segkk4019_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8150.4,0,181,226,568,192,93,0,25,282,25,0,201,70,36,14,0,78
MSTRG.2627.1,0,124,0,74,2,32,0,0,0,202,27,27,26,0,32,0,0
MSTRG.36607.1,0,76,138,335,225,223,4,0,18,91,40,120,73,10,54,0,0
MSTRG.31076.1,1,6,80,263,223,59,1,1,83,88,36,16,28,2,4,0,38
Acerv_evm.model.Segkk3689_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2371.1,0,0,243,171,113,46,0,1,8,0,15,0,13,0,0,0,0
Acerv_evm.model.Segkk755_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3689_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45329.1,5,276,189,103,31,292,28,1,6,11,64,210,75,122,43,0,136
Acerv_evm.model.Segkk4331_pilon.5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
Acerv_evm.model.Segkk702_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42768.1,0,183,0,44,30,74,0,0,1,81,225,0,0,0,52,0,4
MSTRG.44551.1,0,71,171,91,105,227,0,0,67,45,42,234,0,157,50,0,47
Acerv_evm.model.Segkk2122_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3423_pilon.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3092_pilon.19,0,7,0,227,90,0,0,0,0,75,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3423_pilon.30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3423_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42946.1,0,363,306,264,131,497,28,0,68,134,208,167,115,88,42,0,9
Acerv_evm.model.Segkk1308_pilon.1,0,0,0,1,159,0,0,0,30,0,28,24,100,59,0,0,87
MSTRG.41825.1,0,0,0,132,86,0,0,0,0,0,0,0,29,0,5,0,27
MSTRG.11348.1,0,1,6,131,18,36,0,0,0,2,0,0,1,0,0,0,9
MSTRG.36290.1,6,366,72,124,64,179,73,0,105,87,186,165,254,57,72,0,3
MSTRG.35396.1,0,597,605,1172,1032,949,14,0,423,566,370,817,835,512,78,0,304
Acerv_evm.model.Segkk1773_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45691.1,1,1401,474,280,285,460,7,0,67,788,388,441,1017,1130,426,0,68
MSTRG.38273.1,2,511,597,312,138,258,1,0,36,342,384,234,624,353,239,0,14
MSTRG.7588.1,0,0,36,1,6,0,0,0,4,4,0,50,0,8,1,0,0
MSTRG.37356.1,1,1,78,95,122,14,30,4,74,0,2,32,47,2,8,0,26
Acerv_evm.model.Segkk4019_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28181.1,0,159,356,103,67,69,0,0,28,130,80,162,210,200,58,0,3
MSTRG.39006.1,0,22,25,124,43,141,0,0,0,123,360,1,0,4,42,0,21
MSTRG.25462.1,0,1128,275,346,334,398,2,0,15,496,514,439,655,539,287,0,85
Acerv_evm.model.Segkk2122_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk262_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21115.1,2,33,97,1,4,32,0,0,18,3,0,253,57,2,26,0,32
Acerv_evm.model.Segkk2464_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6430.1,0,19,329,310,315,172,5,0,202,40,178,752,285,247,44,0,109
MSTRG.34370.3,0,290,55,237,127,654,0,0,0,327,178,16,66,10,0,0,0
Acerv_evm.model.Segkk2464_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29783.1,0,174,168,45,76,116,0,0,18,163,172,46,174,135,57,0,0
Acerv_evm.model.Segkk2164_pilon.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26928.1,0,1,9,115,25,15,1,0,0,147,0,84,2,1,22,0,0
MSTRG.33986.1,0,0,23,0,65,0,0,0,0,0,0,0,1,0,0,0,15
Acerv_evm.model.Segkk678_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26355.1,0,54,96,11,9,110,0,5,70,123,109,2,294,60,32,0,19
Acerv_evm.model.Segkk2464_pilon.26,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16742.1,0,12,87,229,73,7,0,44,0,50,0,257,86,0,32,0,22
MSTRG.39360.1,0,0,7,31,0,73,0,0,33,0,3,0,0,0,9,0,0
MSTRG.14016.1,13,2167,923,816,662,888,93,10,249,639,1140,835,2047,1728,529,0,271
Acerv_evm.model.Segkk2164_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk453_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk364_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk364_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9815.1,1,6,71,226,9,30,0,0,18,126,99,47,166,85,10,0,0
Acerv_evm.model.Segkk2788_pilon.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.31896.1,0,959,604,881,585,875,0,0,14,1037,1038,374,780,801,567,0,110
Acerv_evm.model.Segkk1157_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24597.1,1,139,62,154,8,15,0,0,11,11,183,160,64,43,12,0,0
Acerv_evm.model.Segkk1029_pilon.10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1029_pilon.11,1,258,199,309,145,50,11,0,88,319,0,286,571,402,52,0,96
Acerv_evm.model.Segkk1029_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1157_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1029_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41906.1,1,421,345,527,272,310,5,5,262,903,596,1246,1124,1251,349,2,485
Acerv_evm.model.Segkk2788_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1732_pilon.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2788_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1732_pilon.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28556.2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37515.4,0,0,62,0,0,0,0,0,153,0,0,0,0,0,0,0,0
MSTRG.6734.1,1,109,9,28,0,0,0,0,0,24,29,76,175,42,29,0,0
Acerv_evm.model.Segkk3619_pilon.4,0,79,194,173,107,195,0,0,61,351,116,88,621,395,119,0,101
MSTRG.25237.1,0,172,158,164,51,45,0,0,17,75,76,89,109,137,93,0,17
Acerv_evm.model.Segkk2164_pilon.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2164_pilon.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38656.1,1,413,280,190,176,264,2,6,32,280,98,347,128,121,88,0,110
Acerv_evm.model.Segkk2164_pilon.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1818_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44871.1,0,28,49,100,56,104,0,0,21,130,207,335,139,125,43,1,62
MSTRG.4480.1,6,5799,3010,1600,1210,2257,274,30,800,2314,2305,3372,5046,4339,1200,53,728
Acerv_evm.model.Segkk1818_pilon.1,0,10,0,71,126,1,0,0,9,3,2,0,0,0,1,0,94
Acerv_evm.model.Segkk2164_pilon.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24074.1,0,1,33,0,0,0,0,0,0,9,0,24,0,0,12,0,0
Acerv_evm.model.Segkk575_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.167.1,3,1703,1425,910,536,965,4,0,100,490,1771,468,1766,1554,743,28,193
MSTRG.24129.1,0,1020,1233,397,0,485,118,0,402,296,530,803,756,614,276,0,257
Acerv_evm.model.Segkk1442_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29677.1,0,220,104,133,114,251,0,0,17,55,5,127,190,228,83,0,63
MSTRG.36303.1,0,0,79,70,22,0,0,0,19,13,0,267,0,0,0,0,0
MSTRG.19778.1,0,237,276,135,267,165,6,0,13,92,306,233,294,229,94,0,76
MSTRG.4916.1,0,0,325,145,96,0,0,0,8,298,241,239,329,344,1,0,0
Acerv_evm.model.Segkk3706_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3706_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4316_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4316_pilon.3,0,0,102,128,89,7,1,0,11,0,154,105,0,0,0,0,0
Acerv_evm.model.Segkk4316_pilon.4,0,0,148,0,203,0,0,0,0,0,0,134,0,0,0,0,228
Acerv_evm.model.Segkk4316_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4316_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15372.1,15,139,202,518,415,57,5,25,78,12,7,77,50,3,21,0,23
MSTRG.19366.1,0,25,160,61,105,68,0,1,5,22,20,88,11,18,2,0,36
MSTRG.45061.1,0,56,81,74,90,38,1,0,42,63,97,280,148,128,84,0,29
MSTRG.24587.1,0,43,39,0,12,1,0,0,0,35,5,33,30,83,19,0,10
Acerv_evm.model.Segkk3745_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1787_pilon.1,0,105,65,9,60,18,0,0,0,14,2,57,84,0,0,0,0
MSTRG.15249.1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,2,0,1
MSTRG.4083.1,0,98,154,40,8,29,6,0,0,28,32,5,98,70,27,0,27
MSTRG.36955.1,0,244,235,1,57,134,1,5,160,143,525,250,320,258,106,1,69
MSTRG.22669.1,1,6,33,41,44,11,4,0,11,44,4,4,2,13,1,0,1
MSTRG.19746.2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15348.1,0,0,0,0,1,0,1,1,1,0,1,0,32,0,0,0,0
MSTRG.46184.1,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2033_pilon.1,0,0,496,721,331,112,0,0,697,0,0,0,333,43,15,0,0
MSTRG.33451.1,0,68,47,4,16,23,4,0,20,28,24,8,36,0,11,0,0
MSTRG.46952.1,0,0,0,0,11,0,0,0,0,106,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3056_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18416.1,0,107,0,0,35,0,0,0,0,3,0,0,0,0,2,0,13
Acerv_evm.model.Segkk3056_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16204.1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
MSTRG.34522.1,0,56,1,0,2,31,0,0,0,0,0,23,2,42,86,0,0
Acerv_evm.model.Segkk301_pilon.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24180.2,0,0,56,120,1,0,0,0,42,0,1,0,0,0,0,0,0
MSTRG.36559.1,0,0,27,7,164,37,0,0,0,32,0,1,0,0,0,0,0
MSTRG.10236.1,0,0,170,138,164,20,24,7,112,42,0,75,53,4,4,0,25
MSTRG.614.1,0,0,82,0,20,0,0,0,0,0,0,0,0,21,1,0,4
MSTRG.8476.1,8,391,244,22,171,365,1,0,36,179,178,187,465,115,165,0,78
Acerv_evm.model.Segkk4124_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16548.1,0,0,0,83,66,0,0,0,0,0,0,98,26,11,1,0,0
MSTRG.1284.2,0,26,60,256,170,95,0,0,10,20,229,0,0,0,4,0,0
MSTRG.1284.3,0,217,400,388,0,172,0,0,0,123,0,212,0,0,0,0,0
MSTRG.777.1,0,212,129,149,138,16,0,0,44,205,339,307,555,149,104,0,58
MSTRG.8591.1,0,0,36,56,3,0,0,1,0,32,0,0,12,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acerv_evm.model.Segkk3213_pilon.29,0,3,4,0,0,0,0,0,2,0,4,59,0,1,0,0,0
Acerv_evm.model.Segkk3213_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.26,0,2,146,251,324,0,0,0,0,128,23,344,40,0,0,0,257
Acerv_evm.model.Segkk3213_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.21,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3213_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35782.1,0,0,1,40,0,0,0,0,1,3,127,19,0,0,17,0,13
MSTRG.26263.1,0,97,31,123,48,64,0,0,0,170,25,18,64,46,11,0,9
MSTRG.28566.1,0,0,115,0,0,0,0,0,0,1,0,108,149,14,0,0,0
Acerv_evm.model.Segkk1151_pilon.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Acerv_evm.model.Segkk1151_pilon.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Acerv_evm.model.Segkk1151_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1151_pilon.7,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
Acerv_evm.model.Segkk1151_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1151_pilon.5,0,481,672,349,329,776,21,0,136,263,896,739,670,457,227,0,371
Acerv_evm.model.Segkk1151_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1151_pilon.3,0,522,353,349,413,607,100,5,66,576,364,834,269,481,86,0,107
Acerv_evm.model.Segkk1151_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46671.1,7,148,57,195,156,98,0,29,66,359,170,322,374,114,35,0,150
Acerv_evm.model.Segkk410_pilon.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MSTRG.24836.1,1,2367,208,588,448,450,24,0,219,449,1192,833,856,851,301,0,268
MSTRG.36274.1,0,89,115,33,56,75,0,0,0,98,27,91,149,181,64,0,0
Acerv_evm.model.Segkk2065_pilon.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2065_pilon.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3089.1,7,123,69,0,0,38,0,0,0,23,176,26,1,170,15,1,70
MSTRG.16236.1,6,878,1135,1084,777,709,30,21,334,915,942,910,765,517,276,3,175
MSTRG.9506.1,0,0,3,83,1,0,0,34,0,15,0,0,0,0,0,0,0
MSTRG.31922.1,0,123,582,56,38,701,0,0,2,50,0,885,440,498,46,0,1
MSTRG.10950.1,0,0,456,0,0,439,0,0,0,0,415,707,0,0,170,0,0
MSTRG.1611.1,0,120,170,106,194,120,4,0,6,163,325,379,195,657,124,0,68
MSTRG.3741.1,3,87,151,226,65,81,2,3,35,243,218,196,150,123,48,0,47
MSTRG.11250.1,0,45,157,3,26,116,0,0,19,88,61,85,56,160,32,0,21
Acerv_evm.model.Segkk2497_pilon.7,0,0,64,94,59,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30352.1,0,23,226,320,231,42,24,13,436,36,105,475,346,41,24,0,27
MSTRG.32983.1,1,73,34,20,5,111,31,0,19,68,1,24,288,142,54,0,37
MSTRG.21729.1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
