	1087_trimmed	1088_trimmed	1089_trimmed	1090_trimmed	1091_trimmed	1092_trimmed	1096_trimmed	1097_trimmed	1098_trimmed	1099_trimmed	1100_trimmed	2263_trimmed	2264_trimmed	2265_trimmed	2266_trimmed	2267_trimmed	2268_trimmed	2382_trimmed	2383_trimmed	2384_trimmed	
Symbiodinium23356	0	0	25	0	133	0	0	123	0	41	0	0	0	17	24	0	3	25	0	0	
Symbiodinium23358	0	0	12	18	30	30	0	0	0	45	0	49	0	7	25	9	0	14	0	12	
Symbiodinium23359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	
Symbiodinium23360	0	0	14	5	8	9	0	0	0	0	0	19	0	32	36	0	0	4	0	6	
Symbiodinium23361	0	0	0	0	0	7	0	0	202	16	0	0	0	0	0	0	0	0	0	37	
Symbiodinium23362	0	0	9	1	0	25	0	0	0	0	0	0	0	0	0	34	0	8	0	11	
Symbiodinium23363	0	0	34	14	162	126	0	234	11	394	0	145	0	212	20	61	93	27	0	347	
Symbiodinium23364	0	0	41	7	11	0	0	54	0	1	0	0	0	0	0	43	0	5	0	0	
Symbiodinium23365	0	0	0	3	0	0	0	0	0	11	0	14	0	0	40	0	9	6	158	0	
Symbiodinium23366	44	0	35	92	95	83	106	0	0	188	0	95	0	42	107	236	87	74	0	210	
Symbiodinium23367	275	34	941	212	946	557	0	607	1117	577	0	788	0	657	987	756	686	823	0	1314	
Symbiodinium23368	28	0	5	0	18	11	0	3	0	36	0	26	0	0	0	6	1	32	0	90	
Symbiodinium23369	11	0	10	3	13	6	0	122	0	0	0	9	0	66	29	31	8	5	0	0	
Symbiodinium23370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	3	0	0	
Symbiodinium23373	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23375	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
Symbiodinium23376	0	0	53	52	326	102	0	168	1	167	0	82	0	172	144	126	228	76	0	223	
Symbiodinium23379	0	0	5	6	8	13	0	3	13	29	0	64	0	15	100	28	0	4	0	46	
Symbiodinium23381	0	0	0	15	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Symbiodinium23382	0	0	37	40	21	34	0	0	99	0	0	38	0	66	57	35	65	16	0	10	
Symbiodinium23384	0	0	0	10	66	2	0	0	0	2	0	30	0	3	74	0	0	6	0	28	
Symbiodinium23385	0	0	3	25	8	62	0	62	0	0	0	23	0	47	1	41	55	75	0	53	
Symbiodinium23386	0	0	22	1	0	43	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Symbiodinium23387	12	5	1	0	0	20	1	80	0	29	0	31	0	0	10	22	0	9	0	62	
Symbiodinium23388	30	0	40	21	79	44	0	1	0	2	0	36	0	33	40	7	19	65	0	17	
Symbiodinium23389	0	0	18	1	48	1	0	15	0	17	0	37	0	0	26	55	61	29	0	27	
Symbiodinium23391	0	0	0	11	0	19	0	0	0	0	0	6	0	0	48	4	24	0	0	18	
Symbiodinium23392	5	0	8	0	0	0	0	0	0	31	0	0	0	0	0	10	0	1	0	0	
Symbiodinium23394	1	0	9	15	0	0	0	0	0	0	0	0	0	74	0	0	14	21	0	0	
Symbiodinium23395	0	0	19	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23396	54	0	12	1	17	16	0	0	424	6	0	42	0	165	52	19	25	28	0	53	
Symbiodinium23397	1	0	73	29	55	12	0	12	0	52	0	32	0	62	0	37	2	34	0	21	
Symbiodinium23398	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	
Symbiodinium23399	46	36	396	580	2689	1154	0	2502	519	2505	0	1001	0	990	1729	1400	832	649	752	3134	
Symbiodinium23400	0	0	8	15	0	0	0	0	0	0	0	36	0	27	149	0	9	30	0	31	
Symbiodinium23401	0	0	0	2	17	0	0	81	0	0	0	38	0	0	0	0	16	4	0	11	
Symbiodinium23402	0	0	0	16	27	20	0	121	0	0	0	31	0	21	31	1	0	8	0	43	
Symbiodinium23403	0	0	3	0	70	11	0	80	0	139	0	47	0	120	78	29	71	37	0	88	
Symbiodinium23404	55	0	31	1	4	39	0	376	0	42	0	10	0	48	2	24	31	31	0	52	
Symbiodinium23405	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23407	0	0	0	10	0	6	0	0	0	2	0	18	0	0	38	24	1	5	0	31	
Symbiodinium23409	41	0	1064	866	1818	1014	0	1194	645	692	0	1525	0	1629	1246	1586	1099	1076	13	1435	
Symbiodinium23410	1	0	31	22	57	17	0	13	0	0	0	84	0	17	17	11	6	23	0	2	
Symbiodinium23412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	
Symbiodinium23414	19	0	24	25	0	54	0	0	0	3	0	77	0	20	10	36	42	33	0	0	
Symbiodinium23415	0	0	19	18	48	43	0	0	0	0	0	9	0	0	14	70	0	6	0	50	
Symbiodinium23416	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
Symbiodinium23418	6	0	10	10	0	0	0	307	0	38	0	0	0	0	47	7	3	9	0	30	
Symbiodinium23419	0	0	24	3	40	21	0	134	0	0	0	9	0	0	1	43	6	10	0	23	
Symbiodinium23420	0	0	3996	2911	13248	4154	21	197	29	2594	0	3405	0	8028	5977	8799	5093	3376	109	10578	
Symbiodinium23422	18	0	100	51	182	36	0	250	0	83	0	63	0	189	73	218	59	35	1	31	
Symbiodinium23423	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23424	0	0	8	0	32	6	0	0	0	0	0	0	0	0	67	49	6	32	0	0	
Symbiodinium23425	0	0	0	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	24	
Symbiodinium23426	0	0	0	18	0	0	0	0	0	0	0	0	0	92	0	11	0	0	0	0	
Symbiodinium23427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
Symbiodinium23428	0	0	0	8	2	9	0	0	0	0	0	0	0	26	0	0	0	0	0	24	
Symbiodinium2343	0	0	5	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23430	0	0	76	177	317	154	0	0	0	12	0	85	0	97	118	76	44	65	0	173	
Symbiodinium23433	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Symbiodinium23434	0	0	62	9	46	66	0	34	5	37	0	62	0	72	93	32	103	64	0	119	
Symbiodinium23435	7	0	37	0	0	12	0	164	0	0	0	0	0	16	0	11	0	6	0	0	
Symbiodinium23437	0	0	15	9	68	14	0	0	0	6	0	58	0	100	58	16	1	36	0	76	
Symbiodinium23440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	
Symbiodinium23441	5	0	43	94	85	57	0	280	5	83	0	79	0	0	105	55	109	40	0	217	
Symbiodinium23442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	31	0	0	0	0	
Symbiodinium23443	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23444	16	0	11	39	56	18	0	169	0	162	0	99	0	75	0	1	25	61	0	35	
Symbiodinium23445	1	0	3	0	0	5	0	0	0	32	0	1	0	0	10	1	15	3	0	0	
Symbiodinium23446	0	0	0	5	31	13	0	0	105	0	0	0	0	173	0	69	11	5	0	0	
Symbiodinium23447	0	0	17	43	9	50	0	127	0	33	0	61	0	57	40	45	75	15	0	44	
Symbiodinium23448	0	0	8	2	0	20	0	0	0	27	0	13	0	30	9	6	0	3	0	67	
Symbiodinium23449	0	0	0	10	24	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	
Symbiodinium23450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Symbiodinium23451	58	0	34	18	44	0	0	6	0	2	0	18	0	0	0	57	0	34	0	0	
Symbiodinium23453	139	3	1555	2764	7940	4192	48	14468	3747	8655	0	2695	0	4963	3005	3311	2386	2051	162	8345	
Symbiodinium23454	7	0	44	3	43	31	0	28	0	0	0	59	0	122	182	47	0	80	0	163	
Symbiodinium23456	19	3	208	279	864	400	0	2267	614	490	0	377	0	689	467	307	261	162	0	708	
Symbiodinium23457	0	0	93	61	206	82	3	12	4	141	0	48	0	25	189	0	24	29	0	61	
Symbiodinium23459	0	0	3	20	0	0	0	0	0	43	0	21	0	0	0	0	2	10	0	44	
Symbiodinium23460	0	0	44	33	39	19	0	19	0	54	0	44	0	0	0	29	3	17	0	4	
Symbiodinium23462	0	0	0	0	0	0	0	0	0	32	0	0	0	0	34	0	0	0	0	0	
Symbiodinium23463	2	0	12	21	172	20	0	178	0	76	0	62	0	1	24	0	13	45	0	93	
Symbiodinium23464	0	0	28	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23466	3	0	96	27	200	231	0	1	5	56	0	192	0	105	116	124	116	83	0	115	
Symbiodinium23468	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	
Symbiodinium23470	1	0	59	10	171	51	0	0	7	0	0	113	0	107	0	40	79	56	0	216	
Symbiodinium23471	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23472	7	0	0	0	24	0	0	0	0	0	0	23	0	0	0	0	62	12	0	3	
Symbiodinium23473	0	0	62	56	28	31	0	36	3	1	0	160	0	146	199	128	162	138	0	120	
Symbiodinium23474	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23476	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23477	6	0	89	32	174	103	0	1	0	50	0	63	0	0	101	187	126	23	0	167	
Symbiodinium23479	0	0	0	11	90	47	0	0	0	0	0	12	0	17	0	0	0	35	0	0	
Symbiodinium23480	1	0	19	34	114	85	0	29	0	126	0	23	0	79	31	19	3	25	0	283	
Symbiodinium23481	16	0	50	20	38	35	0	1	0	0	0	37	0	0	38	103	12	34	147	0	
Symbiodinium23485	0	0	3	3	50	15	0	1	1	53	0	0	0	1	0	17	0	0	0	0	
Symbiodinium23488	2	0	9	0	26	0	0	0	0	73	0	0	0	0	0	0	0	6	0	0	
Symbiodinium23489	0	0	14	8	9	10	0	59	0	0	0	8	0	6	0	0	4	17	0	0	
Symbiodinium23490	0	0	81	36	90	46	0	43	0	111	0	56	0	34	205	67	177	35	0	99	
Symbiodinium23492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	
Symbiodinium23493	0	0	88	0	127	57	0	0	0	60	0	0	0	46	210	85	65	25	0	28	
Symbiodinium23494	0	0	42	12	39	18	0	2	0	110	0	50	0	25	102	102	62	27	0	80	
Symbiodinium23495	0	0	18	0	4	0	0	0	0	0	0	0	0	16	0	7	0	0	0	0	
Symbiodinium23496	0	0	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
Symbiodinium23497	6	0	0	0	0	25	0	0	0	0	0	6	0	26	1	23	10	10	0	0	
Symbiodinium23498	0	0	0	0	26	13	0	0	0	0	0	0	0	0	18	0	0	0	0	0	
Symbiodinium23500	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23501	0	0	3	14	0	0	0	0	0	0	0	2	0	0	1	0	15	15	0	35	
Symbiodinium23502	0	0	3	20	46	16	0	4	0	0	0	16	0	0	11	33	0	22	0	106	
Symbiodinium23503	0	0	11	17	7	49	0	0	0	0	0	34	0	28	32	28	0	48	0	35	
Symbiodinium23508	0	0	0	0	49	0	0	36	0	0	0	19	0	0	0	0	0	1	0	0	
Symbiodinium23510	0	0	1	13	44	13	0	1	0	29	0	34	0	27	37	42	72	43	0	42	
Symbiodinium23512	0	0	66	18	1	31	0	164	72	0	0	5	0	70	73	65	16	31	0	60	
Symbiodinium23513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
Symbiodinium23515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
Symbiodinium23517	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Symbiodinium23519	0	0	0	0	0	0	0	38	0	0	0	13	0	0	4	0	0	0	0	0	
Symbiodinium2352	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23520	0	0	13	0	0	0	0	177	0	0	0	0	0	0	0	0	0	2	0	0	
Symbiodinium23521	0	0	3	14	0	15	0	0	0	15	0	0	0	21	36	0	35	0	0	0	
Symbiodinium23522	0	0	0	0	26	0	0	0	0	6	0	8	0	0	0	18	2	7	0	0	
Symbiodinium23523	0	0	11	9	15	0	0	0	0	0	0	4	0	0	0	18	0	0	0	0	
Symbiodinium23525	0	0	104	23	78	82	0	315	13	110	0	101	0	165	130	28	11	36	0	47	
Symbiodinium23526	0	0	0	0	69	0	0	77	0	0	0	0	0	24	0	0	0	0	0	0	
Symbiodinium23527	5	0	153	77	325	182	0	545	2	419	0	219	0	55	19	332	176	61	6	367	
Symbiodinium23529	0	0	0	9	57	0	0	0	0	0	0	11	0	0	0	0	50	35	0	38	
Symbiodinium23531	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	
Symbiodinium23535	0	0	0	3	87	36	0	2	127	55	0	11	0	0	58	33	9	29	0	62	
Symbiodinium23536	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	
Symbiodinium23537	0	0	24	0	0	1	0	0	0	50	0	7	0	0	0	0	3	0	0	0	
Symbiodinium23538	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23539	0	0	1	0	7	0	0	44	0	0	0	0	0	0	12	2	0	0	0	11	
Symbiodinium2354	0	0	0	7	45	24	0	0	0	56	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23540	39	1	494	271	1157	716	0	411	30	748	0	848	0	250	1064	673	558	329	0	806	
Symbiodinium23541	0	0	21	0	0	21	0	0	0	0	0	31	0	107	0	20	0	1	0	0	
Symbiodinium23543	0	0	12	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
Symbiodinium23544	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	
Symbiodinium23548	4	0	162	180	560	403	0	455	15	518	0	267	0	406	351	307	188	178	0	471	
Symbiodinium23549	0	0	0	0	49	13	0	0	0	0	0	2	0	0	0	0	0	22	0	0	
Symbiodinium23550	0	0	0	23	0	10	0	0	0	0	0	0	0	0	32	0	0	8	0	0	
Symbiodinium23551	0	0	3	0	4	10	0	0	0	28	0	5	0	0	16	18	19	15	0	44	
Symbiodinium23552	0	0	18	0	20	0	0	0	0	0	0	1	0	0	47	0	0	19	0	8	
Symbiodinium23554	0	0	1	0	39	0	0	0	0	0	0	0	0	0	0	38	0	9	0	140	
Symbiodinium23558	0	0	0	0	8	0	0	0	0	0	0	0	0	0	19	0	0	8	0	0	
Symbiodinium23560	0	0	3	0	1	16	0	0	0	127	0	5	0	0	0	0	0	0	0	29	
Symbiodinium23562	0	0	10	32	16	16	0	19	0	0	0	3	0	0	0	62	71	28	0	105	
Symbiodinium23563	19	0	80	61	84	74	0	386	3	28	0	104	0	47	161	308	70	166	0	598	
Symbiodinium23565	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	
Symbiodinium23566	0	0	0	6	15	3	0	0	0	0	0	36	0	17	0	32	0	29	0	0	
Symbiodinium23569	1	0	9	9	0	5	0	0	0	14	0	28	0	0	72	30	11	6	0	11	
Symbiodinium23570	0	0	78	86	146	63	0	198	0	83	0	42	0	77	160	154	94	93	0	148	
Symbiodinium23576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	
Symbiodinium23577	0	0	0	0	60	1	0	0	0	0	0	17	0	0	24	1	0	3	0	0	
Symbiodinium23578	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23580	0	0	0	2	0	15	0	0	0	0	0	0	0	0	42	0	0	11	0	3	
Symbiodinium23581	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23583	0	0	16	12	50	18	0	15	0	49	0	0	0	0	0	14	4	9	0	79	
Symbiodinium23585	0	0	55	13	32	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	
Symbiodinium23586	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23587	0	0	28	0	2	0	0	0	2	0	0	0	0	28	3	34	0	0	0	12	
Symbiodinium23588	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23589	0	0	0	0	0	0	0	0	0	0	0	39	0	23	0	0	0	0	0	0	
Symbiodinium23591	0	0	0	12	0	9	0	0	0	21	0	0	0	0	14	0	0	5	0	50	
Symbiodinium23592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	
Symbiodinium23593	0	9	0	0	0	0	0	76	0	35	0	0	0	16	0	0	0	13	0	20	
Symbiodinium23594	0	0	0	2	0	0	0	33	0	33	0	0	0	0	0	0	12	0	0	0	
Symbiodinium23596	0	0	2	0	0	12	0	0	0	15	0	8	0	0	0	0	0	5	0	0	
Symbiodinium23598	0	0	63	51	124	135	0	184	8	336	0	131	0	56	143	203	73	52	0	234	
Symbiodinium236	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23601	0	0	6	15	0	26	0	0	0	0	0	0	0	0	35	0	0	1	0	26	
Symbiodinium23602	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23604	62	8	24	31	111	48	0	64	242	162	0	80	0	13	65	29	24	46	0	85	
Symbiodinium23605	0	0	0	0	19	5	0	0	0	0	0	20	0	0	3	0	2	0	0	0	
Symbiodinium23608	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23609	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	
Symbiodinium23610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	2	0	0	
Symbiodinium23611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Symbiodinium23613	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	
Symbiodinium23615	0	0	7	0	0	0	0	0	0	0	0	9	0	35	0	0	1	27	0	2	
Symbiodinium23616	0	0	30	0	0	0	0	0	0	1	0	45	0	28	34	0	25	15	0	79	
Symbiodinium23617	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23618	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	15	0	0	
Symbiodinium23622	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	
Symbiodinium23623	0	0	15	29	45	9	0	0	111	0	0	31	0	103	10	36	0	30	0	0	
Symbiodinium23624	0	0	0	0	0	39	0	0	0	0	0	0	0	38	0	0	0	1	0	0	
Symbiodinium23625	0	0	0	0	0	11	0	0	0	0	0	15	0	26	0	0	0	6	0	0	
Symbiodinium23626	5	0	51	120	308	159	0	534	6	331	0	87	0	145	70	135	101	52	0	258	
Symbiodinium23627	0	0	11	9	82	74	0	0	12	111	0	42	0	118	0	95	24	26	0	293	
Symbiodinium23628	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	28	0	21	0	0	
Symbiodinium23629	23	0	0	0	0	18	0	0	0	19	0	2	0	0	0	0	7	0	0	0	
Symbiodinium2363	0	0	8	0	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23630	0	0	22	1	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	
Symbiodinium23631	0	0	4	27	20	60	0	61	7	289	0	17	0	1	0	0	51	2	0	87	
Symbiodinium23636	0	0	0	0	0	15	0	0	0	0	0	14	0	0	0	11	0	0	0	0	
Symbiodinium23639	0	0	0	2	30	0	0	0	0	0	0	0	0	0	0	4	3	0	0	16	
Symbiodinium2364	0	0	61	82	28	5	0	24	4	121	0	45	0	64	27	144	190	27	0	47	
Symbiodinium23643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
Symbiodinium23644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	
Symbiodinium23646	0	0	0	2	8	18	0	3	0	6	0	0	0	69	0	0	0	9	0	0	
Symbiodinium23647	0	0	18	31	144	47	0	26	30	145	0	27	0	129	90	82	86	21	0	107	
Symbiodinium23648	0	0	0	1	29	0	0	0	0	0	0	0	0	0	51	27	0	6	0	63	
Symbiodinium23649	44	0	63	6	9	40	0	0	0	18	0	60	0	37	147	47	49	36	0	90	
Symbiodinium23654	9	0	5	8	14	10	0	40	0	27	0	0	0	20	36	58	3	37	24	46	
Symbiodinium23655	0	0	0	0	12	36	0	0	1	2	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23656	6	2	216	156	479	260	0	291	9	175	0	439	0	527	435	286	461	228	1	229	
Symbiodinium23657	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	9	17	0	35	
Symbiodinium23659	0	0	1	14	14	0	0	0	0	0	0	0	0	0	40	0	0	3	0	0	
Symbiodinium23660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	
Symbiodinium23663	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	0	20	0	0	0	
Symbiodinium23664	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	15	0	0	0	0	
Symbiodinium23666	0	0	0	7	30	18	0	10	4	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23667	0	0	7	0	16	0	0	0	0	35	0	0	0	0	0	0	0	11	0	0	
Symbiodinium23668	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23669	0	0	0	0	34	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	12	0	0	9	
Symbiodinium23671	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	
Symbiodinium23672	0	0	0	3	29	16	0	0	0	0	0	0	0	0	11	0	5	0	0	0	
Symbiodinium23673	0	0	11	18	104	46	0	116	73	57	0	17	0	0	0	29	0	11	0	0	
Symbiodinium23676	0	0	0	0	40	8	0	0	0	0	0	2	0	0	0	0	0	1	0	0	
Symbiodinium23677	0	0	0	3	59	0	0	0	0	0	0	0	0	0	63	20	0	9	0	44	
Symbiodinium23678	0	0	58	33	0	40	0	0	6	0	0	71	0	25	64	0	36	17	0	0	
Symbiodinium23680	0	0	0	0	0	15	0	0	0	0	0	40	0	0	0	0	0	18	0	0	
Symbiodinium23682	0	0	1	4	39	28	0	0	0	59	0	7	0	36	16	0	83	11	0	109	
Symbiodinium23684	0	0	0	8	10	19	0	0	0	0	0	6	0	0	0	10	0	0	0	40	
Symbiodinium23686	3	0	7	5	0	5	0	0	0	0	0	35	0	0	28	0	0	17	0	0	
Symbiodinium23687	0	0	4	1	0	0	0	0	0	48	0	26	0	0	11	0	0	11	0	44	
Symbiodinium23688	0	0	0	0	0	59	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
Symbiodinium23689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	3	0	0	
Symbiodinium2369	0	0	0	0	1	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	
Symbiodinium23690	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23691	0	0	4	0	60	0	0	0	0	16	0	13	0	0	0	0	12	0	0	27	
Symbiodinium23694	10	3	30	123	265	175	0	449	32	152	0	174	0	265	56	53	183	54	0	298	
Symbiodinium23695	0	0	0	7	0	0	0	0	0	0	0	0	0	31	0	12	7	2	0	0	
Symbiodinium23696	0	0	2	13	2	1	0	0	0	26	0	0	0	107	0	45	2	34	0	41	
Symbiodinium23697	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	
Symbiodinium23698	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	16	
Symbiodinium23699	36	8	1223	402	1764	807	0	607	61	632	0	1049	0	1247	2309	1978	1059	741	162	1113	
Symbiodinium2370	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
Symbiodinium23700	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23701	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23702	0	0	0	0	0	20	0	0	0	0	0	25	0	0	0	0	0	0	0	0	
Symbiodinium23705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	
Symbiodinium23707	0	0	7	3	0	0	0	0	0	0	0	9	0	32	32	10	4	23	0	23	
Symbiodinium23708	3	0	2	21	25	60	0	31	0	0	0	72	0	49	69	1	9	32	3	43	
Symbiodinium23709	0	0	10	0	0	3	0	0	0	0	0	15	0	0	0	0	0	1	0	0	
Symbiodinium23710	0	0	1	0	27	18	0	64	0	0	0	0	0	0	0	52	0	13	0	36	
Symbiodinium23711	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23712	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	18	
Symbiodinium23713	0	0	0	1	1	35	0	0	0	4	0	0	0	0	0	7	6	0	0	31	
Symbiodinium23714	0	0	0	10	0	9	0	0	0	0	0	5	0	0	1	0	0	0	0	0	
Symbiodinium23715	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	
Symbiodinium23717	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23718	0	0	0	0	0	0	0	0	0	0	0	4	0	53	12	0	0	0	0	0	
Symbiodinium23719	0	0	0	0	35	21	0	0	0	10	0	15	0	25	0	35	2	26	0	1	
Symbiodinium23720	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23723	0	0	46	15	51	7	0	0	0	30	0	29	0	0	0	34	70	18	0	15	
Symbiodinium23724	31	1	328	64	558	199	0	537	148	149	0	357	0	206	237	550	271	219	0	559	
Symbiodinium23727	0	0	18	7	0	33	0	0	4	1	0	0	0	0	0	26	0	0	0	7	
Symbiodinium23730	4	0	20	37	134	1	0	0	0	0	0	18	0	75	57	139	34	80	0	65	
Symbiodinium23731	0	0	6	5	80	0	0	0	21	0	0	0	0	0	9	23	0	0	0	0	
Symbiodinium23733	1	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	
Symbiodinium23734	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	38	
Symbiodinium23735	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23736	15	0	298	121	663	312	0	274	0	141	0	217	0	498	356	465	206	209	0	244	
Symbiodinium23738	0	0	18	11	45	70	0	0	24	0	0	4	0	0	22	0	37	14	0	0	
Symbiodinium23739	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	
