	1087_trimmed	1088_trimmed	1089_trimmed	1090_trimmed	1091_trimmed	1092_trimmed	1096_trimmed	1097_trimmed	1098_trimmed	1099_trimmed	1100_trimmed	2263_trimmed	2264_trimmed	2265_trimmed	2266_trimmed	2267_trimmed	2268_trimmed	2382_trimmed	2383_trimmed	2384_trimmed	
Symbiodinium23744	0	0	8	8	39	48	0	0	0	0	0	10	0	0	43	0	0	7	0	0	
Symbiodinium23746	0	0	1	5	4	36	0	0	0	26	0	0	0	30	15	14	0	6	0	0	
Symbiodinium23747	0	0	16	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23749	6	0	62	27	224	23	0	868	0	141	0	80	0	121	39	43	202	43	0	95	
Symbiodinium23751	2	0	29	28	123	75	0	0	4	61	0	30	0	107	163	129	140	59	214	137	
Symbiodinium23752	1	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	
Symbiodinium23754	11	0	215	62	243	232	0	70	1	154	0	86	0	209	228	266	106	195	0	143	
Symbiodinium23755	0	0	77	132	294	149	0	174	0	391	0	141	0	242	174	101	183	43	0	170	
Symbiodinium23756	0	0	5	17	49	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
Symbiodinium23757	0	0	10	0	59	0	0	0	66	0	0	0	0	0	6	11	0	0	0	0	
Symbiodinium23759	5	2	47	12	151	83	0	45	0	64	0	97	0	117	90	55	38	41	0	84	
Symbiodinium23760	0	0	41	44	112	60	0	80	0	42	0	16	0	144	131	149	42	96	0	103	
Symbiodinium23761	0	0	8	0	0	8	0	132	0	0	0	23	0	0	0	0	3	0	0	0	
Symbiodinium23762	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23763	61	3	24	16	109	22	0	22	597	40	0	137	0	186	184	85	81	34	0	41	
Symbiodinium23765	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
Symbiodinium23768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	0	0	0	
Symbiodinium23769	0	0	0	0	0	23	0	0	0	7	0	0	0	0	0	0	2	12	0	48	
Symbiodinium23770	6	0	16	2	44	42	0	266	0	43	0	76	0	75	113	35	23	20	0	84	
Symbiodinium23771	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	
Symbiodinium23772	0	0	2	0	13	7	0	80	0	0	0	10	0	19	15	15	15	12	0	106	
Symbiodinium23773	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	
Symbiodinium23774	0	0	18	35	159	5	0	1	0	16	0	0	0	0	1	82	3	41	0	124	
Symbiodinium23775	14	23	1166	461	1415	737	38	552	162	327	0	1355	0	1026	1430	1053	809	732	0	1456	
Symbiodinium23776	0	0	0	9	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23778	0	0	55	0	0	33	0	3	0	0	0	0	0	6	4	15	0	5	0	0	
Symbiodinium23779	31	3	546	317	951	775	3	460	95	457	0	832	0	623	861	788	833	726	8	964	
Symbiodinium23780	0	0	22	14	24	36	0	0	0	0	0	0	0	0	191	67	0	31	0	65	
Symbiodinium23781	0	0	20	0	31	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	
Symbiodinium23782	125	30	840	692	2081	879	0	2473	1026	1305	0	1148	0	1111	2755	1811	953	728	334	3065	
Symbiodinium23783	0	0	10	0	32	13	0	23	0	1	0	14	0	0	0	0	0	6	0	0	
Symbiodinium23784	0	31	0	17	51	22	0	0	3	28	0	40	0	81	8	0	0	13	0	30	
Symbiodinium23785	0	0	51	8	82	68	0	45	0	40	0	24	0	95	0	68	8	20	0	0	
Symbiodinium23788	0	0	0	0	25	23	5	14	51	116	0	11	0	22	15	0	53	0	0	63	
Symbiodinium23789	2	0	0	13	28	9	0	6	0	62	0	20	0	0	2	0	5	25	0	5	
Symbiodinium23790	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	10	0	0	
Symbiodinium23792	13	0	174	54	551	292	0	168	171	253	0	310	0	196	424	408	223	151	194	758	
Symbiodinium23794	29	0	9	3	22	16	0	0	0	13	0	12	0	0	103	61	37	36	0	2	
Symbiodinium23796	4	0	7	20	113	35	0	0	0	48	0	177	0	0	101	64	12	21	0	150	
Symbiodinium23797	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Symbiodinium23799	0	0	1	10	0	29	0	11	0	48	0	2	0	0	28	0	19	12	81	33	
Symbiodinium23800	55	0	99	285	429	202	91	366	100	273	0	176	0	286	240	162	95	112	20	237	
Symbiodinium23802	0	0	41	38	82	46	0	6	0	0	0	62	0	0	3	24	23	6	0	36	
Symbiodinium23803	22	0	25	142	143	216	0	387	41	425	0	148	0	224	24	100	194	99	0	380	
Symbiodinium23804	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23806	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
Symbiodinium23807	2	0	14	60	106	37	0	60	0	75	0	52	0	50	0	66	66	25	0	72	
Symbiodinium23808	6	0	2	0	72	0	0	0	0	0	0	7	0	0	39	0	0	8	0	0	
Symbiodinium23810	0	0	27	0	0	4	0	0	0	13	0	13	0	0	11	0	22	9	0	0	
Symbiodinium23814	5	0	45	0	64	1	0	10	0	0	0	20	0	35	0	56	0	8	0	0	
Symbiodinium23815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	
Symbiodinium23816	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23817	0	0	13	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	19	
Symbiodinium23818	0	0	0	0	34	0	0	0	0	33	0	21	0	0	10	86	35	5	0	72	
Symbiodinium23823	0	0	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23825	0	0	0	4	7	32	0	0	7	29	0	0	0	0	0	0	1	0	0	0	
Symbiodinium23826	0	0	8	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23827	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23828	0	0	0	11	39	16	0	0	0	0	0	19	0	0	0	19	14	0	0	0	
Symbiodinium23829	0	0	0	3	0	9	0	0	0	20	0	0	0	43	0	8	6	0	0	0	
Symbiodinium23830	0	0	1	2	0	0	0	0	0	0	0	36	0	0	0	0	30	14	0	0	
Symbiodinium23832	0	0	12	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23833	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23835	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Symbiodinium23837	4	1	95	101	246	149	0	0	0	145	0	218	0	30	229	212	183	59	0	368	
Symbiodinium23838	0	0	3	0	20	0	0	2	0	7	0	0	0	0	0	0	14	33	0	0	
Symbiodinium23842	0	0	0	0	0	23	0	0	0	16	0	0	0	0	23	4	5	1	0	0	
Symbiodinium23843	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23844	0	0	0	7	10	0	0	92	0	15	0	0	0	52	0	8	0	0	0	0	
Symbiodinium23845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	44	
Symbiodinium23847	93	2	787	406	1405	619	0	647	510	408	0	929	0	861	1323	1473	751	401	0	2088	
Symbiodinium23849	0	4	0	0	23	0	0	0	0	40	0	0	0	0	0	0	0	23	0	3	
Symbiodinium23852	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
Symbiodinium23853	0	0	0	0	0	0	0	59	0	14	0	0	0	0	0	0	0	1	0	0	
Symbiodinium23854	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23855	1	0	47	42	19	56	0	7	0	91	0	49	0	126	123	27	176	69	0	36	
Symbiodinium23856	0	1	44	33	40	38	0	46	8	155	0	146	0	34	119	68	98	39	0	70	
Symbiodinium23857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
Symbiodinium23858	0	0	19	6	114	13	0	0	5	0	0	26	0	0	30	33	3	15	0	21	
Symbiodinium23859	9	0	21	22	44	40	0	45	0	0	0	50	0	0	118	6	36	36	0	117	
Symbiodinium23860	0	0	34	0	0	4	0	0	0	0	0	21	0	0	0	0	1	26	0	0	
Symbiodinium23861	0	0	11	42	136	25	0	0	0	35	0	39	0	41	42	68	5	24	3	43	
Symbiodinium23862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
Symbiodinium23863	0	0	0	2	43	7	0	0	0	0	0	4	0	0	42	0	3	5	0	0	
Symbiodinium23865	10	3	60	14	1	23	0	0	0	41	0	54	0	0	22	58	29	13	234	38	
Symbiodinium23867	0	0	0	0	0	0	0	0	0	0	0	19	0	0	31	18	21	22	0	93	
Symbiodinium23868	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	1	3	0	0	0	
Symbiodinium23869	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Symbiodinium23871	0	0	0	0	10	0	0	0	0	0	0	0	0	0	45	0	1	0	0	31	
Symbiodinium23873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Symbiodinium23874	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	
Symbiodinium23879	0	0	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23880	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	
Symbiodinium23881	0	0	5	0	11	1	0	0	0	0	0	0	0	0	0	30	0	0	0	0	
Symbiodinium23883	0	0	74	82	137	147	0	54	104	103	0	120	0	105	113	94	45	88	0	154	
Symbiodinium23886	0	0	0	0	9	1	0	0	0	0	0	19	0	0	0	0	12	16	0	77	
Symbiodinium23887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	
Symbiodinium23888	47	27	193	128	282	174	0	17	0	201	0	259	0	213	376	410	188	167	1	251	
Symbiodinium23889	0	0	19	0	37	36	0	0	0	0	0	0	0	22	87	0	35	11	0	23	
Symbiodinium23890	0	0	0	0	10	5	0	0	0	9	0	20	0	33	0	0	3	7	0	117	
Symbiodinium23891	0	0	14	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23892	0	0	37	13	37	55	0	0	0	54	0	27	0	47	22	67	47	9	0	101	
Symbiodinium23893	48	2	128	133	257	202	0	850	667	495	0	188	0	299	213	131	156	123	0	510	
Symbiodinium23894	13	0	71	35	91	88	0	39	5	34	0	76	0	108	9	77	41	15	0	49	
Symbiodinium23895	0	0	136	82	178	70	0	50	0	59	0	155	0	239	34	122	105	84	0	122	
Symbiodinium23896	0	0	63	9	57	3	0	36	0	56	0	2	0	1	43	60	49	15	0	98	
Symbiodinium23897	0	0	0	7	92	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	
Symbiodinium23898	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	
Symbiodinium23899	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	
Symbiodinium2390	0	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23900	0	0	17	1	0	14	0	0	0	0	0	6	0	0	0	3	0	23	0	0	
Symbiodinium23901	0	0	70	92	302	249	35	693	66	271	0	247	0	110	283	161	47	113	63	291	
Symbiodinium23904	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23905	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Symbiodinium23908	0	0	0	0	0	0	0	0	0	1	0	0	0	0	66	0	0	0	0	13	
Symbiodinium23911	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	
Symbiodinium23912	0	0	13	0	53	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Symbiodinium23916	0	0	23	43	71	24	0	11	13	132	0	15	0	6	1	38	77	3	0	129	
Symbiodinium23917	0	0	56	0	34	55	0	0	0	0	0	31	0	0	0	0	0	21	0	36	
Symbiodinium23919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
Symbiodinium23920	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	16	
Symbiodinium23921	8	0	0	16	93	32	0	0	117	0	0	13	0	0	2	37	4	22	0	102	
Symbiodinium23922	0	0	25	19	12	0	0	0	0	2	0	33	0	0	0	55	56	0	0	0	
Symbiodinium23923	30	0	969	1392	5329	2131	0	496	111	1422	0	1884	0	1947	2397	2350	1517	1066	0	2684	
Symbiodinium23924	0	0	1	4	47	21	0	0	0	0	0	33	0	0	0	46	0	0	0	10	
Symbiodinium23925	0	0	16	21	20	51	0	1	0	0	0	9	0	37	18	0	46	37	0	0	
Symbiodinium23926	0	0	0	3	14	6	0	0	0	0	0	0	0	8	2	3	0	0	0	85	
Symbiodinium23927	0	0	32	0	0	41	0	0	0	0	0	39	0	0	0	0	11	12	0	0	
Symbiodinium23928	23	0	154	109	540	407	0	1043	91	806	0	261	0	270	338	335	288	191	5	228	
Symbiodinium2393	0	0	41	76	234	67	0	749	46	458	0	44	0	39	58	115	34	32	0	214	
Symbiodinium23930	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	
Symbiodinium23932	1	0	38	0	84	13	0	0	0	21	0	35	0	104	0	8	43	30	0	29	
Symbiodinium23934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	
Symbiodinium23937	58	0	8	0	1	0	0	0	0	0	0	4	0	52	0	0	0	0	0	0	
Symbiodinium23939	0	0	0	11	0	0	0	0	0	1	0	18	0	55	0	0	0	3	0	0	
Symbiodinium23940	3	0	1	28	15	19	0	0	0	6	0	43	0	88	72	60	0	21	0	1	
Symbiodinium23941	0	0	0	10	0	6	0	0	0	0	0	22	0	0	0	0	0	1	0	0	
Symbiodinium23942	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	21	0	0	0	
Symbiodinium23944	0	0	0	16	12	22	0	0	0	0	0	0	0	0	0	20	0	6	0	0	
Symbiodinium23947	19	1	170	50	714	300	0	9	0	207	0	213	0	258	462	367	420	58	0	163	
Symbiodinium23948	0	0	0	0	39	13	0	0	0	0	0	0	0	0	0	2	0	0	0	48	
Symbiodinium23949	0	0	0	17	45	0	0	15	0	0	0	1	0	0	56	37	0	23	0	0	
Symbiodinium23950	34	0	7	35	152	102	0	123	472	121	0	114	0	123	37	28	67	56	0	206	
Symbiodinium23952	1	3	14	13	167	29	0	11	3	140	0	79	0	26	13	0	52	15	0	191	
Symbiodinium23955	54	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23958	0	0	40	21	3	39	0	17	1	0	0	16	0	31	183	0	11	24	0	1	
Symbiodinium23959	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium2396	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23960	0	0	65	14	101	34	0	12	0	1	0	6	0	119	131	20	0	5	0	61	
Symbiodinium23963	0	0	0	0	48	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23964	0	0	2	6	77	65	0	0	30	154	0	46	0	60	0	15	28	20	0	20	
Symbiodinium23965	0	0	0	4	0	2	0	0	0	0	0	18	0	0	29	17	0	0	0	0	
Symbiodinium23966	0	0	36	21	39	4	0	0	0	0	0	49	0	106	81	14	26	9	0	70	
Symbiodinium23967	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	
Symbiodinium23970	1	0	10	52	21	27	0	80	50	22	0	71	0	150	40	23	0	36	0	2	
Symbiodinium23971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	
Symbiodinium23972	0	0	0	5	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23973	0	0	24	0	0	0	0	2	0	0	0	0	0	30	7	0	0	1	0	11	
Symbiodinium23974	169	26	271	229	886	410	0	586	123	544	0	631	0	321	535	528	173	339	0	627	
Symbiodinium23975	0	0	22	12	32	0	0	0	0	0	0	25	0	10	4	6	0	10	0	41	
Symbiodinium23976	1	0	10	14	0	0	0	0	0	0	0	0	0	37	17	0	0	0	0	0	
Symbiodinium23979	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23980	0	0	7	2	0	23	0	0	0	30	0	0	0	0	0	20	4	0	0	0	
Symbiodinium23981	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	
Symbiodinium23982	0	0	5	0	19	0	0	63	0	0	0	0	0	0	22	50	52	20	0	28	
Symbiodinium23984	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	
Symbiodinium23985	0	0	9	0	3	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23986	3	0	0	23	45	0	0	0	5	0	0	0	0	77	0	29	0	17	0	116	
Symbiodinium23987	52	2	222	283	942	562	0	804	66	355	0	890	0	801	1309	741	319	314	13	761	
Symbiodinium23990	0	0	23	17	13	4	0	173	0	0	0	35	0	0	19	46	7	24	0	22	
Symbiodinium23991	11	0	6	27	26	19	0	0	1	42	0	20	0	0	133	75	15	8	0	48	
Symbiodinium23992	0	0	27	18	62	29	0	0	520	71	0	14	0	0	30	0	1	26	0	0	
Symbiodinium23993	0	0	10	29	135	32	0	0	0	1	0	30	0	28	70	70	0	11	0	13	
Symbiodinium23996	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium23999	0	0	0	0	20	0	0	0	0	0	0	4	0	0	0	0	0	0	0	36	
Symbiodinium24000	0	0	49	3	0	31	0	5	0	0	0	0	0	0	51	0	11	37	0	0	
Symbiodinium24001	0	0	0	0	0	0	0	0	0	30	0	11	0	0	0	0	0	0	0	0	
Symbiodinium24002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	
Symbiodinium24003	1	0	0	0	8	6	0	62	0	0	0	0	0	0	23	0	11	0	0	0	
Symbiodinium24004	4	0	49	43	322	74	0	316	0	311	0	43	0	110	126	73	79	60	443	236	
Symbiodinium24005	0	0	13	16	114	0	0	28	0	0	0	0	0	59	0	82	0	7	0	8	
Symbiodinium24006	0	0	2	7	65	14	0	0	0	26	0	18	0	0	32	30	41	16	0	0	
Symbiodinium24007	0	0	30	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	
Symbiodinium24008	0	0	11	0	26	63	0	273	0	0	0	32	0	16	36	0	0	4	0	42	
Symbiodinium24011	0	0	7	31	29	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
Symbiodinium24013	0	0	0	4	4	19	0	1	15	44	0	22	0	27	0	63	0	7	0	0	
Symbiodinium24014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	
Symbiodinium24015	0	0	3	0	19	24	0	0	0	4	0	32	0	0	35	0	11	3	0	0	
Symbiodinium24016	0	0	0	15	3	22	0	0	0	0	0	0	0	23	1	0	1	0	0	0	
Symbiodinium24017	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24018	1	4	110	526	1040	817	75	209	623	516	0	297	0	248	727	721	79	196	0	1464	
Symbiodinium24019	0	0	7	4	76	0	0	0	0	0	0	11	0	0	0	0	0	5	0	37	
Symbiodinium24021	0	0	0	1	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	
Symbiodinium24022	0	0	0	0	28	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	
Symbiodinium24023	0	0	5	9	57	10	0	0	0	0	0	2	0	91	0	0	1	0	0	2	
Symbiodinium24025	0	0	2	0	0	15	0	0	0	0	0	21	0	100	66	0	0	38	0	0	
Symbiodinium24026	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	
Symbiodinium24027	0	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24028	0	0	2	0	0	0	0	0	0	0	0	0	0	65	0	0	0	2	0	0	
Symbiodinium24029	0	0	0	0	62	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Symbiodinium24033	0	0	0	30	0	1	0	0	0	0	0	11	0	0	0	35	0	0	0	0	
Symbiodinium24035	0	0	1	7	0	36	0	54	0	4	0	17	0	0	33	2	0	5	0	0	
Symbiodinium24036	9	5	469	225	703	365	1	508	62	337	0	503	0	207	296	533	795	217	22	635	
Symbiodinium24038	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24040	0	0	38	14	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24042	0	0	0	16	0	0	0	0	0	0	0	0	0	21	0	0	2	4	0	0	
Symbiodinium24043	0	0	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Symbiodinium24045	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24046	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	
Symbiodinium24047	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	
Symbiodinium24049	0	0	3	11	61	42	0	0	0	59	0	28	0	0	0	17	23	38	0	59	
Symbiodinium24050	0	0	1	4	23	0	0	0	0	25	0	0	0	1	0	0	2	0	0	0	
Symbiodinium24051	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	
Symbiodinium24053	0	0	2	8	28	43	0	11	0	31	0	10	0	0	58	0	0	2	0	44	
Symbiodinium24054	0	0	6	1	8	15	0	2	0	0	0	18	0	0	0	16	14	1	0	23	
Symbiodinium24056	2	0	32	51	78	54	0	427	279	83	0	38	0	94	92	72	1	41	0	108	
Symbiodinium24057	16	0	59	33	193	77	0	56	0	74	0	63	0	147	106	58	9	54	0	27	
Symbiodinium24058	0	0	23	1	23	0	0	0	14	43	0	19	0	46	0	22	89	33	0	35	
Symbiodinium24059	0	0	0	0	12	20	0	0	0	0	0	6	0	0	0	6	0	2	0	38	
Symbiodinium24060	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Symbiodinium24061	0	0	40	30	57	122	0	121	11	0	0	163	0	123	123	111	44	81	0	159	
Symbiodinium24062	7	0	31	0	28	15	0	0	0	58	0	36	0	0	70	1	42	30	0	0	
Symbiodinium24063	0	0	24	12	45	0	0	0	0	0	0	26	0	15	0	0	0	35	0	0	
Symbiodinium24064	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	9	0	0	
Symbiodinium24069	2	0	52	114	198	49	0	309	6	184	0	111	0	44	44	63	110	63	0	103	
Symbiodinium24071	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23	16	0	0	25	
Symbiodinium24072	0	0	30	0	3	13	0	0	0	0	0	0	0	0	4	66	0	21	0	0	
Symbiodinium24074	0	0	0	0	0	0	0	0	0	32	0	8	0	0	0	0	0	0	0	0	
Symbiodinium24075	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24077	14	0	0	45	74	0	0	29	0	0	0	0	0	58	0	0	0	9	0	0	
Symbiodinium24078	0	0	0	1	37	0	0	0	0	4	0	20	0	0	67	0	2	0	0	0	
Symbiodinium24080	0	0	7	28	35	29	0	0	0	16	0	27	0	0	39	34	15	20	0	16	
Symbiodinium24081	0	0	0	7	4	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
Symbiodinium24083	0	0	2	0	57	31	0	16	0	0	0	0	0	0	0	0	0	0	0	38	
Symbiodinium24084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Symbiodinium24086	12	2	37	18	21	24	0	0	0	0	0	106	0	83	35	24	22	24	0	85	
Symbiodinium24088	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	19	
Symbiodinium24090	0	0	223	112	725	363	0	20	1	135	0	517	0	95	933	332	218	229	0	230	
Symbiodinium24091	0	0	26	57	8	1	0	209	385	21	0	30	0	0	63	0	0	25	0	3	
Symbiodinium24092	0	0	63	58	197	66	0	17	33	42	0	106	0	284	37	137	25	42	0	232	
Symbiodinium24093	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24094	0	0	44	0	18	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24096	4	0	16	65	78	61	0	167	0	66	0	41	0	59	25	133	18	50	0	74	
Symbiodinium24097	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	0	4	0	0	0	
Symbiodinium24098	8	0	24	21	148	90	0	82	9	104	0	245	0	41	57	127	14	57	0	24	
Symbiodinium24099	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Symbiodinium241	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24100	0	0	236	25	317	176	0	0	0	60	0	220	0	428	211	204	174	129	19	209	
Symbiodinium24101	0	0	0	1	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24102	15	45	985	560	1608	722	0	597	101	976	0	1325	0	1781	1465	1961	1180	1060	0	2302	
Symbiodinium24104	0	0	4	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	48	
Symbiodinium24107	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	
Symbiodinium24108	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	42	17	0	0	
Symbiodinium24109	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	4	0	30	
Symbiodinium24112	0	0	3	9	15	12	0	0	0	0	0	21	0	27	0	19	2	27	0	0	
Symbiodinium24114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Symbiodinium24117	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium24119	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
Symbiodinium2412	9	0	13	104	160	88	0	365	190	488	0	65	0	39	57	29	1	56	0	124	
Symbiodinium24120	0	0	14	0	0	8	0	0	0	0	0	0	0	3	70	0	0	5	0	0	
Symbiodinium24121	1	0	30	6	19	39	0	0	51	0	0	36	0	125	0	94	32	31	0	137	
Symbiodinium24124	0	0	0	1	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	81	
Symbiodinium24126	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	2	0	0	18	
Symbiodinium24127	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	
Symbiodinium24129	0	0	0	17	0	5	0	0	0	0	0	0	0	29	0	0	0	0	0	0	
Symbiodinium24130	0	0	0	16	26	0	0	0	0	12	0	1	0	0	0	0	0	1	0	0	
