"","Acer_1089","Acer_1090","Acer_1091","Acer_1092","Acer_1097","Acer_1098","Acer_1099","Acer_1100","Acer_2263","Acer_2265","Acer_2266","Acer_2267","Acer_2268","Acer_2382","Acer_2384"
"Symbiodinium31032",6,14,0,2,0,0,3,0,11,0,0,0,1,0,0
"Symbiodinium31036",75,34,69,21,89,12,41,0,137,32,92,114,22,83,129
"Symbiodinium31037",1,5,9,0,0,0,0,0,5,0,74,11,5,4,21
"Symbiodinium31038",13,13,58,15,0,0,45,0,0,0,36,1,22,9,24
"Symbiodinium31041",102,33,144,167,233,201,155,0,114,99,27,86,46,68,217
"Symbiodinium31042",34,13,31,65,11,0,48,0,70,165,197,47,94,50,33
"Symbiodinium31043",81,43,71,85,1,0,80,0,13,50,162,83,37,79,65
"Symbiodinium31044",0,0,43,0,0,0,0,0,0,0,0,0,0,0,31
"Symbiodinium31045",32,0,36,0,0,0,6,0,11,0,0,0,5,30,0
"Symbiodinium31046",39,14,61,44,63,0,72,0,86,5,135,74,138,59,14
"Symbiodinium31049",36,41,69,53,118,0,13,0,75,36,36,103,118,84,15
"Symbiodinium31050",77,26,104,109,157,84,64,0,200,199,211,109,135,86,297
"Symbiodinium31051",43,39,160,23,0,0,65,0,24,0,88,59,49,11,62
"Symbiodinium31054",210,125,599,251,178,340,102,0,126,356,414,247,244,116,320
"Symbiodinium31059",68,51,142,101,163,0,38,0,54,116,124,45,197,46,34
"Symbiodinium31060",29,37,82,92,7,1,0,0,157,125,39,75,137,54,93
"Symbiodinium31061",241,206,438,260,202,5,329,0,165,269,215,278,267,148,398
"Symbiodinium31063",116,97,456,187,222,27,95,0,288,32,387,309,272,203,528
"Symbiodinium31064",0,0,0,35,0,0,0,0,29,0,0,0,0,0,0
"Symbiodinium31066",2,0,0,7,0,0,0,0,9,42,74,27,0,0,27
"Symbiodinium31067",39,87,191,73,485,81,213,0,121,174,175,70,192,60,158
"Symbiodinium31069",19,23,66,69,0,0,0,0,14,3,0,0,12,13,0
"Symbiodinium31070",88,53,93,30,73,0,0,0,82,87,76,52,61,99,59
"Symbiodinium31072",63,36,119,79,1,269,82,0,220,143,57,71,20,127,91
"Symbiodinium31074",77,128,384,132,315,0,199,0,186,336,68,80,101,78,188
"Symbiodinium31079",81,42,26,78,114,2,12,0,67,80,163,147,162,82,146
"Symbiodinium31081",0,0,0,13,0,0,0,0,0,48,0,0,0,0,24
"Symbiodinium31084",48,13,9,15,0,89,40,0,29,120,96,2,62,48,23
"Symbiodinium31088",56,41,61,22,117,1,110,0,103,33,59,42,83,11,90
"Symbiodinium31091",0,0,0,0,0,0,0,0,0,0,29,0,0,0,111
"Symbiodinium31093",207,74,276,121,26,233,134,0,160,131,94,170,207,91,161
"Symbiodinium31096",16,25,52,38,0,0,1,0,0,0,9,35,1,0,49
"Symbiodinium31099",61,17,4,44,36,0,0,0,13,13,74,35,0,31,51
"Symbiodinium31100",59,28,200,81,0,0,49,0,55,74,149,154,131,44,68
"Symbiodinium31104",56,82,165,101,101,186,183,0,200,431,155,174,185,69,198
"Symbiodinium31112",30,28,62,63,2,0,0,0,72,20,17,68,131,36,3
"Symbiodinium31114",58,3,62,20,13,0,48,0,29,0,0,44,2,49,0
"Symbiodinium31116",20,14,91,12,0,0,0,0,137,68,113,19,61,45,91
"Symbiodinium31122",0,0,0,0,0,0,0,0,27,23,0,0,0,0,0
"Symbiodinium31126",51,33,1,33,80,146,44,0,23,59,43,16,64,56,76
"Symbiodinium31128",140,40,324,282,50,155,42,0,206,294,130,212,29,92,243
"Symbiodinium31130",343,245,1017,393,48,6,229,0,430,810,657,865,638,399,255
"Symbiodinium31131",121,48,328,156,856,95,424,0,350,171,222,188,103,213,331
"Symbiodinium31135",81,17,21,14,0,0,0,0,43,107,112,80,94,62,3
"Symbiodinium31137",15,43,122,104,91,3,0,0,71,92,44,59,10,35,46
"Symbiodinium31139",12,5,75,9,11,0,0,0,51,24,75,53,4,30,55
"Symbiodinium31143",0,0,25,0,0,0,0,0,0,0,4,0,0,17,8
"Symbiodinium31145",13,19,9,34,5,15,26,0,13,69,8,9,66,60,90
"Symbiodinium31149",238,114,626,119,363,0,72,0,275,598,241,277,160,125,370
"Symbiodinium31155",23,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"Symbiodinium31157",20,8,0,17,0,0,0,0,11,0,0,0,0,13,0
"Symbiodinium31160",59,18,222,38,5,0,67,0,145,74,193,36,53,79,23
"Symbiodinium31161",0,17,0,0,0,0,0,0,0,0,22,30,0,4,9
"Symbiodinium31164",420,354,1042,367,169,122,668,0,655,568,721,627,357,321,775
"Symbiodinium31165",63,88,38,127,62,0,179,0,53,40,7,80,127,71,17
"Symbiodinium31168",35,51,157,112,912,46,315,0,133,248,83,191,66,76,168
"Symbiodinium31169",20,63,116,95,8,59,62,0,102,0,64,24,13,30,0
"Symbiodinium31170",15,12,81,45,15,0,92,0,37,99,84,105,164,70,125
"Symbiodinium31176",66,25,90,13,99,0,60,0,96,82,83,86,34,70,77
"Symbiodinium31178",65,4,57,99,0,0,46,0,82,86,267,133,137,95,139
"Symbiodinium31182",50,43,100,81,41,0,0,0,43,38,31,95,167,39,69
"Symbiodinium31183",244,44,324,86,0,118,70,0,123,212,173,214,160,149,214
"Symbiodinium31184",40,30,9,55,0,217,91,0,17,11,0,59,2,80,193
"Symbiodinium31185",0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
"Symbiodinium31186",50,55,426,238,260,37,442,0,203,415,312,242,214,100,357
"Symbiodinium31191",0,0,19,0,0,0,0,0,0,0,0,0,15,0,0
"Symbiodinium31193",0,0,26,0,0,0,0,0,0,0,0,15,0,0,67
"Symbiodinium31195",121,157,151,141,32,148,94,0,136,33,115,191,151,88,60
"Symbiodinium31196",148,36,213,96,1,0,97,0,165,69,138,217,286,96,150
"Symbiodinium31197",77,5,86,60,12,0,54,0,95,107,8,26,26,28,44
"Symbiodinium31200",316,86,399,182,225,0,66,0,274,194,666,384,79,191,320
"Symbiodinium31203",36,4,97,64,25,12,220,0,94,0,68,100,73,70,147
"Symbiodinium31209",30,52,57,67,5,0,0,0,88,108,74,17,4,60,59
"Symbiodinium31210",34,67,86,34,0,0,161,0,139,52,158,136,28,27,0
"Symbiodinium31212",4,0,39,0,0,0,13,0,0,0,0,0,0,0,0
"Symbiodinium31213",52,100,147,118,147,2,96,0,55,170,203,17,135,73,62
"Symbiodinium31214",25,10,0,0,51,0,28,0,49,69,47,15,90,29,0
"Symbiodinium31218",148,137,512,278,954,714,659,0,266,153,195,209,339,121,468
"Symbiodinium31219",1,0,30,0,59,0,33,0,0,0,0,0,3,18,18
"Symbiodinium31220",28,25,10,17,89,0,16,0,77,136,79,96,32,56,41
"Symbiodinium31222",233,103,668,239,15,13,66,0,217,251,339,246,185,78,181
"Symbiodinium31226",79,68,67,108,0,229,64,0,95,317,255,214,153,97,130
"Symbiodinium31229",7,55,17,57,130,29,1,0,72,45,98,21,23,26,117
"Symbiodinium31232",0,0,0,0,0,249,0,0,0,0,0,0,0,12,22
"Symbiodinium31236",86,30,64,34,0,0,0,0,127,88,77,90,109,88,173
"Symbiodinium31241",47,27,82,68,2,0,98,0,36,0,51,100,46,57,117
"Symbiodinium31242",98,59,297,80,133,0,61,0,129,207,66,86,153,72,162
"Symbiodinium31243",69,29,209,72,129,11,314,0,204,105,103,159,234,55,72
"Symbiodinium31244",71,127,352,210,321,335,301,0,355,364,459,502,140,116,462
"Symbiodinium31246",84,32,106,85,115,37,32,0,85,54,101,112,13,49,14
"Symbiodinium31250",57,18,126,84,196,133,59,0,18,56,24,58,54,18,78
"Symbiodinium31251",49,50,113,105,0,93,47,0,26,11,136,85,137,61,90
"Symbiodinium31252",26,28,113,19,90,0,112,0,12,12,75,63,79,43,11
"Symbiodinium31253",145,106,592,172,202,0,428,0,283,323,422,269,214,107,762
"Symbiodinium31254",10,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"Symbiodinium3126",0,0,8,0,0,0,0,0,0,22,0,22,0,3,0
"Symbiodinium31260",92,19,88,0,22,0,8,0,10,24,23,55,75,5,75
"Symbiodinium31262",0,0,30,13,0,0,0,0,0,0,0,25,0,0,0
"Symbiodinium31265",106,58,142,47,26,0,129,0,100,43,245,166,112,154,105
"Symbiodinium31266",0,0,51,20,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium31268",48,49,136,32,0,124,10,0,197,0,70,68,47,57,74
"Symbiodinium31269",0,18,0,8,0,0,0,0,18,50,0,11,0,1,0
"Symbiodinium31270",42,41,117,94,226,0,19,0,58,22,63,49,31,20,111
"Symbiodinium31271",71,20,111,25,69,55,79,0,172,110,0,43,91,65,74
"Symbiodinium31272",107,52,176,40,0,1,121,0,31,0,1,86,57,76,102
"Symbiodinium31273",0,0,0,0,0,0,27,0,0,0,37,0,0,0,0
"Symbiodinium31274",88,47,123,74,275,0,273,0,98,20,43,101,167,45,68
"Symbiodinium31276",0,27,17,18,0,0,0,0,0,0,13,12,0,0,112
"Symbiodinium31277",13,12,12,18,0,0,0,0,7,1,29,54,30,5,62
"Symbiodinium31278",0,0,14,0,0,0,0,0,0,0,0,0,0,0,34
"Symbiodinium31284",29,15,1,10,0,0,0,0,0,0,0,106,2,26,0
"Symbiodinium31288",72,16,126,97,0,40,44,0,98,182,90,30,111,75,154
"Symbiodinium31289",84,114,504,114,1313,272,320,0,216,216,181,226,113,111,383
"Symbiodinium31290",30,28,177,50,0,0,23,0,94,0,32,58,26,47,20
"Symbiodinium31291",65,14,46,50,0,0,0,0,40,0,0,73,33,85,181
"Symbiodinium31293",21,6,67,80,57,46,27,0,25,203,53,57,33,38,61
"Symbiodinium31298",0,0,0,0,0,0,41,0,0,76,0,0,0,0,0
"Symbiodinium31305",41,42,42,10,24,0,54,0,12,91,42,33,80,42,48
"Symbiodinium31311",116,93,564,201,148,304,244,0,172,106,262,165,211,135,305
"Symbiodinium31314",14,49,25,28,122,0,95,0,0,171,81,13,37,20,25
"Symbiodinium31315",7,9,88,37,0,3,37,0,2,0,11,39,61,63,19
"Symbiodinium31316",49,22,61,46,139,0,23,0,6,160,43,45,0,23,41
"Symbiodinium31323",69,25,143,113,2,0,47,0,50,120,101,152,47,51,37
"Symbiodinium31324",69,64,237,47,68,16,183,0,89,82,414,334,215,114,107
"Symbiodinium31325",53,11,107,80,494,0,205,0,26,112,0,21,2,60,116
"Symbiodinium31326",68,44,105,109,14,45,15,0,76,110,224,51,43,56,144
"Symbiodinium31327",10,33,225,84,8,0,69,0,82,113,42,45,64,48,41
"Symbiodinium31329",103,36,141,38,0,1,74,0,158,192,258,159,73,101,320
"Symbiodinium31331",68,78,447,148,156,0,179,0,130,326,120,173,183,84,425
"Symbiodinium31334",102,56,127,75,45,0,110,0,262,98,52,119,149,28,132
"Symbiodinium31337",114,18,13,29,0,0,16,0,165,39,197,70,83,58,273
"Symbiodinium31338",19,26,100,20,0,0,1,0,86,91,149,74,21,67,51
"Symbiodinium31339",215,206,693,531,0,0,286,0,508,328,504,320,254,242,341
"Symbiodinium3134",0,11,0,7,0,0,0,0,7,0,0,0,29,1,28
"Symbiodinium31342",0,0,29,20,107,0,73,0,0,0,0,0,0,0,62
"Symbiodinium31344",44,35,149,152,41,0,36,0,152,105,142,245,75,64,80
"Symbiodinium31345",72,74,764,346,250,31,310,0,247,416,571,273,277,99,368
"Symbiodinium31346",386,145,638,448,297,270,213,0,384,252,512,580,417,157,1009
"Symbiodinium31350",126,7,216,85,0,0,52,0,130,94,284,151,211,85,140
"Symbiodinium31352",77,23,89,35,1,0,49,0,17,77,99,70,48,4,72
"Symbiodinium31354",208,157,548,343,407,82,706,0,730,401,588,479,260,386,1107
"Symbiodinium31355",527,313,1054,585,1418,60,838,0,727,649,1943,1158,986,515,2378
"Symbiodinium31356",13,22,27,43,0,0,1,0,42,13,29,0,25,54,8
"Symbiodinium31361",52,44,563,279,200,0,107,0,126,114,189,267,327,70,310
"Symbiodinium31364",20,28,37,23,3,0,36,0,65,32,11,98,10,14,37
"Symbiodinium31368",0,0,0,15,0,0,0,0,0,0,18,0,0,0,0
"Symbiodinium31372",151,44,282,97,31,0,123,0,192,134,151,226,74,100,162
"Symbiodinium31373",62,31,58,24,105,77,47,0,116,35,160,133,62,70,50
"Symbiodinium31374",0,4,14,17,0,15,3,0,0,23,0,0,95,1,36
"Symbiodinium31375",84,27,191,138,89,0,100,0,221,45,235,109,105,66,198
"Symbiodinium31376",110,119,181,152,0,0,10,0,328,275,233,374,238,223,175
"Symbiodinium31380",6,1,18,49,0,0,0,0,6,162,0,0,36,19,0
"Symbiodinium31381",44,75,72,35,0,0,31,0,238,77,89,228,79,58,20
"Symbiodinium31384",0,0,0,3,0,0,0,0,0,0,1,10,0,7,47
"Symbiodinium31389",0,0,14,21,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium31397",11,14,104,43,0,0,0,0,88,19,38,100,65,70,112
"Symbiodinium31398",106,48,97,35,124,0,83,0,118,122,84,51,139,139,377
"Symbiodinium31400",4,15,60,28,0,0,76,0,67,0,20,14,17,8,28
"Symbiodinium31402",48,16,117,73,0,25,0,0,16,262,41,62,67,18,0
"Symbiodinium31404",29,5,80,53,2,1,29,0,85,134,168,35,20,62,190
"Symbiodinium31407",121,60,232,62,0,0,89,0,160,56,223,93,111,93,95
"Symbiodinium31408",0,1,74,8,99,0,18,0,0,0,13,0,9,0,112
"Symbiodinium31411",0,14,8,2,0,0,0,0,14,1,0,0,0,0,53
"Symbiodinium31412",32,23,182,27,0,0,42,0,61,43,21,49,0,39,102
"Symbiodinium31413",89,11,120,104,90,0,50,0,94,168,186,237,70,101,249
"Symbiodinium31416",43,35,119,45,353,0,26,0,49,34,197,82,114,105,78
"Symbiodinium31424",63,30,94,106,0,0,53,0,68,7,29,91,93,73,62
"Symbiodinium31425",27,18,38,40,0,216,106,0,92,21,92,18,7,28,144
"Symbiodinium31432",9,14,24,26,115,22,0,0,40,62,11,0,0,12,46
"Symbiodinium31433",44,20,117,20,96,0,93,0,82,0,21,26,40,29,132
"Symbiodinium31434",60,19,20,25,0,0,7,0,76,0,53,23,3,44,114
"Symbiodinium31436",14,22,0,20,0,0,0,0,12,0,0,0,0,18,27
"Symbiodinium31439",306,310,746,525,17,18,112,0,168,431,372,460,443,135,215
"Symbiodinium31440",3,0,0,0,0,0,2,0,0,0,44,0,0,0,27
"Symbiodinium31441",19,23,49,26,236,63,0,0,38,9,80,2,61,26,0
"Symbiodinium31442",23,1,0,4,0,0,0,0,29,0,0,88,3,22,20
"Symbiodinium31443",13,0,15,35,0,0,22,0,101,46,0,20,4,5,51
"Symbiodinium31445",19,71,325,135,441,96,84,0,60,211,128,18,41,65,319
"Symbiodinium31446",38,19,153,40,126,311,77,0,28,0,28,79,45,24,73
"Symbiodinium31449",26,0,0,20,0,0,21,0,0,5,0,0,0,1,0
"Symbiodinium31450",0,0,0,12,0,0,0,0,0,0,0,0,0,0,61
"Symbiodinium31451",127,18,198,150,22,0,207,0,212,121,247,99,140,121,244
"Symbiodinium31456",184,31,255,104,5,0,0,0,150,167,155,99,30,80,73
"Symbiodinium31457",49,51,127,44,0,7,39,0,102,93,0,124,89,82,29
"Symbiodinium31459",53,72,406,113,0,0,98,0,231,82,314,378,123,32,267
"Symbiodinium31460",65,67,623,243,354,210,464,0,244,194,189,340,167,120,630
"Symbiodinium31465",4,5,28,0,0,0,19,0,28,0,19,13,0,12,0
"Symbiodinium31468",61,66,70,22,23,0,22,0,78,74,98,143,254,57,176
"Symbiodinium31470",158,117,637,242,779,0,265,0,245,284,442,291,261,188,492
"Symbiodinium31471",0,0,36,0,0,0,0,0,0,0,31,0,0,0,0
"Symbiodinium31472",33,73,210,133,280,1,255,0,58,101,55,81,87,45,157
"Symbiodinium31473",345,314,1217,406,67,771,356,0,637,296,280,457,331,326,704
"Symbiodinium31474",88,32,90,38,136,0,9,0,59,87,37,80,45,65,193
"Symbiodinium31477",188,161,359,195,254,105,280,0,140,101,170,212,218,94,240
"Symbiodinium31479",419,221,810,409,1127,57,377,0,333,385,578,380,163,348,796
"Symbiodinium31480",8,16,34,24,0,0,38,0,6,25,50,46,2,7,50
"Symbiodinium31481",15,19,110,0,83,0,37,0,40,0,13,111,59,8,33
"Symbiodinium31483",0,0,43,0,0,0,0,0,0,41,18,0,0,11,0
"Symbiodinium31484",44,23,154,72,110,0,0,0,44,107,191,12,83,53,137
"Symbiodinium31486",65,69,86,60,0,0,50,0,130,0,32,14,34,68,29
"Symbiodinium31490",52,22,229,11,19,0,0,0,59,140,132,71,46,48,4
"Symbiodinium31491",8,0,35,0,0,0,0,0,0,0,0,17,0,9,0
"Symbiodinium31494",32,12,128,56,76,0,0,0,119,56,51,49,80,23,112
"Symbiodinium31495",6,18,32,28,0,0,2,0,22,0,30,0,0,0,209
"Symbiodinium31500",0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
"Symbiodinium31502",36,63,34,67,132,56,123,0,91,43,42,52,50,40,38
"Symbiodinium31504",103,81,233,141,0,10,25,0,83,49,99,153,142,78,26
"Symbiodinium31507",181,7,121,101,110,0,123,0,214,265,124,168,29,155,351
"Symbiodinium31508",12,0,27,0,0,0,0,0,23,0,0,0,0,0,0
"Symbiodinium31509",42,52,115,88,243,47,61,0,69,23,20,52,94,72,103
"Symbiodinium31510",74,39,54,111,59,0,29,0,138,0,114,176,79,71,86
"Symbiodinium31512",0,0,67,16,0,0,0,0,0,0,42,0,0,8,14
"Symbiodinium31513",0,0,28,0,0,0,0,0,0,0,0,10,0,0,0
"Symbiodinium31515",0,38,19,35,260,0,57,0,100,0,7,2,28,13,144
"Symbiodinium31518",93,31,64,32,88,0,107,0,91,22,118,132,41,27,124
"Symbiodinium31519",104,5,39,54,2,0,19,0,56,61,0,31,62,25,45
"Symbiodinium31521",202,31,386,142,58,258,88,0,194,191,201,216,158,180,195
"Symbiodinium31524",32,5,89,26,37,113,0,0,98,55,55,5,31,30,36
"Symbiodinium31526",47,26,57,41,0,0,134,0,17,60,99,87,1,26,0
"Symbiodinium31528",29,13,87,47,0,9,138,0,97,92,12,86,98,21,162
"Symbiodinium31535",1,4,117,9,331,0,58,0,41,0,42,0,68,54,24
"Symbiodinium31536",120,96,494,294,251,173,428,0,422,248,690,644,457,253,799
"Symbiodinium31538",19,28,69,69,2,0,0,0,32,28,76,31,0,39,36
"Symbiodinium31539",37,26,107,46,144,0,48,0,25,92,85,124,17,59,140
"Symbiodinium31540",50,10,116,30,0,16,108,0,177,144,56,68,131,23,17
"Symbiodinium31541",34,40,122,74,0,2,18,0,107,67,91,85,35,31,121
"Symbiodinium31542",0,0,0,0,0,0,0,0,0,0,19,14,0,0,0
"Symbiodinium31544",0,1,21,8,0,0,0,0,0,12,0,0,0,0,98
"Symbiodinium31547",11,35,90,92,244,0,211,0,175,72,158,133,183,66,108
"Symbiodinium31548",105,105,321,93,386,0,28,0,101,174,194,183,145,111,73
"Symbiodinium31552",103,21,224,62,13,50,73,0,109,116,134,322,131,106,231
"Symbiodinium31556",32,1,105,30,0,0,79,0,63,0,162,44,50,45,107
"Symbiodinium31558",59,24,89,0,12,57,31,0,63,0,4,72,72,37,36
"Symbiodinium31560",42,100,114,93,0,0,33,0,156,52,150,111,142,172,115
"Symbiodinium31561",187,151,399,195,142,161,178,0,135,148,359,375,45,115,152
"Symbiodinium31563",84,6,178,72,26,3,47,0,72,90,281,139,96,72,134
"Symbiodinium31564",210,311,741,543,192,3,279,0,345,571,233,389,358,155,728
"Symbiodinium31567",63,66,148,130,117,0,171,0,86,86,303,125,153,74,98
"Symbiodinium31568",65,18,131,93,2,0,138,0,77,127,61,15,12,74,92
"Symbiodinium31572",103,71,221,98,84,0,33,0,158,127,182,228,206,56,67
"Symbiodinium31576",53,17,93,0,119,0,58,0,119,0,25,1,111,53,62
"Symbiodinium31577",119,46,191,56,53,250,56,0,96,0,16,75,94,84,241
"Symbiodinium31580",15,7,144,10,0,0,0,0,16,63,0,13,106,8,28
"Symbiodinium31581",0,7,11,0,0,0,0,0,0,10,0,0,0,0,0
"Symbiodinium31584",22,38,49,45,0,36,48,0,51,264,38,32,12,34,74
"Symbiodinium31586",47,67,135,57,0,21,30,0,36,61,101,63,40,65,54
"Symbiodinium31589",689,444,997,576,127,13,362,0,565,1017,738,935,841,384,879
"Symbiodinium31590",25,6,128,21,0,0,134,0,47,19,19,16,7,10,113
"Symbiodinium31594",246,391,1377,676,842,59,1413,0,603,379,639,313,544,374,966
"Symbiodinium31595",63,82,244,206,206,49,310,0,159,198,197,178,108,146,339
"Symbiodinium31596",56,63,186,63,0,0,10,0,105,197,103,68,43,66,21
"Symbiodinium31597",66,46,80,77,4,0,64,0,78,67,163,28,31,27,65
"Symbiodinium3160",1705,713,746,420,0,0,17,0,730,818,1762,1617,2046,354,14
"Symbiodinium31603",23,0,37,9,80,22,37,0,2,0,60,6,15,15,30
"Symbiodinium31604",102,89,266,202,3,0,167,0,76,187,101,98,394,104,336
"Symbiodinium31605",4,1,3,15,0,2,29,0,31,20,0,80,6,24,78
"Symbiodinium31608",10,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"Symbiodinium31613",687,336,1858,716,78,835,108,0,605,498,985,1064,780,362,358
"Symbiodinium31618",17,28,153,55,3,3,155,0,81,70,54,26,78,38,73
"Symbiodinium31620",18,0,1,0,1,0,0,0,0,1,0,0,1,0,29
"Symbiodinium31621",0,0,28,0,0,0,0,0,0,0,0,2,0,15,0
"Symbiodinium31623",0,11,0,0,0,0,28,0,0,0,0,0,0,0,0
"Symbiodinium31625",3,3,4,13,164,0,0,0,39,0,15,19,0,28,59
"Symbiodinium31627",92,48,141,62,61,0,53,0,115,117,118,236,94,48,81
"Symbiodinium31631",123,75,173,114,238,269,28,0,118,186,256,115,157,44,185
"Symbiodinium31632",41,86,111,118,204,64,97,0,71,145,153,64,25,49,50
"Symbiodinium31635",28,57,129,97,149,0,148,0,103,99,187,58,63,43,71
"Symbiodinium31636",130,62,314,73,292,2,107,0,99,149,45,68,122,107,86
"Symbiodinium31638",52,52,318,82,115,0,422,0,193,135,123,224,225,94,397
"Symbiodinium31639",0,0,16,8,0,0,0,0,0,18,21,0,0,0,0
"Symbiodinium31640",134,12,152,50,3,0,108,0,79,93,142,180,91,46,58
"Symbiodinium31644",83,0,37,9,0,0,0,0,11,3,74,24,22,2,36
"Symbiodinium31645",327,112,458,268,467,0,343,0,485,423,568,432,387,430,728
"Symbiodinium31646",104,34,73,120,42,0,216,0,166,154,164,131,7,35,82
"Symbiodinium31649",113,28,37,54,62,0,28,0,38,41,98,126,63,25,148
"Symbiodinium31651",26,79,468,146,6,0,224,0,56,162,7,45,22,30,200
"Symbiodinium31652",107,57,209,97,98,0,119,0,167,178,242,121,257,94,256
"Symbiodinium31653",168,61,433,141,31,57,41,0,482,465,699,419,461,291,186
"Symbiodinium31657",101,117,72,63,95,83,218,0,16,33,30,53,2,59,65
"Symbiodinium31662",107,41,156,60,0,0,39,0,121,82,54,120,159,51,104
"Symbiodinium31663",17,2,74,49,0,0,38,0,113,38,122,14,15,63,58
"Symbiodinium31665",0,0,37,19,0,0,0,0,11,0,38,0,8,10,0
"Symbiodinium31669",65,17,179,161,135,239,298,0,107,79,209,123,10,63,107
"Symbiodinium31671",76,30,53,41,0,0,3,0,68,0,35,31,18,55,24
"Symbiodinium31673",107,40,46,19,54,6,127,0,132,136,121,88,92,92,220
"Symbiodinium31674",18,11,85,70,217,3,36,0,133,66,69,73,4,31,0
"Symbiodinium3168",42,77,133,124,48,44,118,0,86,68,74,138,90,66,96
"Symbiodinium31680",90,118,396,350,1879,804,428,0,245,238,46,165,177,71,385
"Symbiodinium31681",70,42,91,100,248,0,144,0,83,89,115,165,59,128,82
"Symbiodinium31687",55,18,96,72,11,0,23,0,54,55,226,103,57,9,79
"Symbiodinium31688",52,79,138,61,60,0,2,0,144,90,174,145,183,88,49
"Symbiodinium31691",44,0,138,62,0,6,94,0,60,120,93,117,95,24,157
"Symbiodinium31692",53,8,41,65,84,0,33,0,13,71,38,72,1,33,44
"Symbiodinium31694",82,61,116,90,42,0,19,0,204,80,117,33,49,90,152
"Symbiodinium31696",41,0,44,111,0,0,1,0,115,109,24,46,5,52,55
"Symbiodinium31698",0,5,0,52,4,0,16,0,0,43,0,15,0,41,58
"Symbiodinium31699",50,39,125,23,79,0,134,0,39,24,37,40,50,55,105
"Symbiodinium31701",8,22,60,22,0,0,35,0,1,0,49,1,18,17,153
"Symbiodinium31702",39,56,96,106,684,70,220,0,224,182,425,56,94,92,232
"Symbiodinium31704",36,92,117,72,156,37,199,0,133,106,178,126,165,153,199
"Symbiodinium31706",7,24,37,43,0,0,0,0,37,62,0,16,0,0,0
"Symbiodinium31708",108,188,401,217,328,212,209,0,591,724,478,243,300,357,554
"Symbiodinium31709",288,261,802,415,746,14,396,0,503,472,366,712,382,262,439
"Symbiodinium31711",108,17,118,51,102,0,46,0,184,248,72,153,233,79,147
"Symbiodinium31721",23,43,37,29,0,0,41,0,38,32,33,20,2,10,62
"Symbiodinium31722",40,21,69,25,189,0,20,0,39,112,84,62,88,65,110
"Symbiodinium31726",2805,1905,11371,4434,249,125,2837,0,3258,4378,7358,5857,3975,2101,8695
"Symbiodinium31727",29,0,0,0,0,0,31,0,33,53,0,25,7,6,42
"Symbiodinium31730",17,25,127,123,114,4,146,0,88,58,135,163,119,72,53
"Symbiodinium31732",45,59,76,56,14,3,147,0,101,107,0,61,120,48,157
"Symbiodinium31735",0,14,28,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium31737",101,77,165,179,548,186,178,0,194,147,156,39,80,86,160
"Symbiodinium31743",30,15,85,11,0,0,11,0,36,14,0,0,0,14,0
"Symbiodinium31744",0,0,0,20,0,0,0,0,14,0,0,0,0,0,0
"Symbiodinium31748",46,43,11,19,0,0,63,0,53,70,0,65,2,35,16
"Symbiodinium31749",27,35,36,72,0,0,79,0,31,124,154,81,29,57,130
"Symbiodinium31750",0,0,0,0,0,0,0,0,0,0,0,79,0,24,0
"Symbiodinium31752",68,41,94,72,0,0,35,0,71,116,89,56,13,45,37
"Symbiodinium31753",66,40,256,83,238,28,160,0,190,86,43,66,85,87,267
"Symbiodinium31755",24,23,48,29,0,0,0,0,76,125,104,9,100,32,78
"Symbiodinium31756",257,173,1018,533,487,723,477,0,342,449,599,515,395,160,870
"Symbiodinium31757",61,6,64,95,0,4,37,0,18,0,38,52,68,12,3
"Symbiodinium31761",0,0,0,0,0,0,0,0,0,21,0,37,0,0,0
"Symbiodinium31762",0,0,30,8,0,0,26,0,13,0,0,0,0,6,25
"Symbiodinium31763",0,0,15,0,0,0,0,0,0,0,0,0,0,0,13
"Symbiodinium31765",43,45,100,70,108,182,216,0,155,199,40,81,128,44,67
"Symbiodinium3177",0,0,34,7,0,0,0,0,0,0,13,18,0,0,0
"Symbiodinium31770",35,25,225,54,1,0,0,0,70,66,22,29,92,35,196
"Symbiodinium31773",5,37,51,62,0,0,0,0,54,0,40,59,25,56,26
"Symbiodinium31775",233,212,788,308,543,1466,568,0,361,530,518,443,362,170,312
"Symbiodinium31776",107,119,288,183,7,20,228,0,169,293,142,123,38,79,365
"Symbiodinium31779",45,71,174,110,47,0,91,0,74,123,109,32,31,92,63
"Symbiodinium31780",129,67,440,102,190,0,267,0,241,129,157,603,236,94,115
"Symbiodinium31781",65,17,114,47,0,0,0,0,104,140,176,129,147,38,103
"Symbiodinium31782",97,85,174,81,125,98,16,0,214,146,252,94,7,55,110
"Symbiodinium31786",100,49,96,44,183,0,26,0,124,50,65,130,427,95,131
"Symbiodinium31789",9,43,64,25,248,0,52,0,103,36,182,44,14,16,140
